location,dampingdepth,soilwater_fc_global,soilwater_sat_global,drainage_rate,deltatheta,DZF,depth_1,depth_2,depth_3,depth_4,depth_5,depth_6,soilwater_fc_1,soilwater_fc_2,soilwater_fc_3,soilwater_fc_4,soilwater_fc_5,soilwater_fc_6,soilwater_red_1,soilwater_red_2,soilwater_red_3,soilwater_red_4,soilwater_red_5,soilwater_red_6,soilwater_wp_1,soilwater_wp_2,soilwater_wp_3,soilwater_wp_4,soilwater_wp_5,soilwater_wp_6,soilwater_sat_1,soilwater_sat_2,soilwater_sat_3,soilwater_sat_4,soilwater_sat_5,soilwater_sat_6,soilwater_init_1,soilwater_init_2,soilwater_init_3,soilwater_init_4,soilwater_init_5,soilwater_init_6,bulkdensity_1,bulkdensity_2,bulkdensity_3,bulkdensity_4,bulkdensity_5,bulkdensity_6,clay_1,clay_2,clay_3,clay_4,clay_5,clay_6,carbon_1,carbon_2,carbon_3,carbon_4,carbon_5,carbon_6,ammonium_1,ammonium_2,ammonium_3,ammonium_4,ammonium_5,ammonium_6,nitrate_1,nitrate_2,nitrate_3,nitrate_4,nitrate_5,nitrate_6,sand_1,sand_2,sand_3,sand_4,sand_5,sand_6,soilwater_res_1,soilwater_res_2,soilwater_res_3,soilwater_res_4,soilwater_res_5,soilwater_res_6,macroporevolume_1,macroporevolume_2,macroporevolume_3,macroporevolume_4,macroporevolume_5,macroporevolume_6,SoilLayerDepth_1,SoilLayerDepth_2,SoilLayerDepth_3,SoilLayerDepth_4,SoilLayerDepth_5,SoilLayerDepth_6,CaCO3_1,CaCO3_2,CaCO3_3,CaCO3_4,CaCO3_5,CaCO3_6,PH_1,PH_2,PH_3,PH_4,PH_5,PH_6,BSA_1,BSA_2,BSA_3,BSA_4,BSA_5,BSA_6,LowerBoundaryConcentration,RootMaxUptakeRate,InitialDissolvedPConcentration_1,InitialDissolvedPConcentration_2,InitialDissolvedPConcentration_3,InitialDissolvedPConcentration_4,InitialDissolvedPConcentration_5,InitialDissolvedPConcentration_6,InitialAdsorbedPConcentration_1,InitialAdsorbedPConcentration_2,InitialAdsorbedPConcentration_3,InitialAdsorbedPConcentration_4,InitialAdsorbedPConcentration_5,InitialAdsorbedPConcentration_6,InitialFixedPConcentration_1,InitialFixedPConcentration_2,InitialFixedPConcentration_3,InitialFixedPConcentration_4,InitialFixedPConcentration_5,InitialFixedPConcentration_6,slimalfa_1,slimalfa_2,slimalfa_3,slimalfa_4,slimalfa_5,slimalfa_6
4114,6,0.23690269049999998,0.443843384,50,0.01,0.1,0.1,0.3,0.5,0.7,1.0,2.0,0.246994273,0.234884374,0.234884374,0.234884374,0.234884374,0.234884374,0.179259319,0.168062055,0.168062055,0.168062055,0.168062055,0.168062055,0.111524366,0.101239736,0.101239736,0.101239736,0.101239736,0.101239736,0.446994244,0.443213212,0.443213212,0.443213212,0.443213212,0.443213212,0.246994273,0.234884374,0.234884374,0.234884374,0.234884374,0.234884374,1.37,1.38,1.38,1.38,1.38,1.38,15.9,14.9,14.9,14.9,14.9,14.9,1.318,1.132,1.132,1.132,1.132,1.132,5,4,3,2,1,0,5,4,3,2,1,0,53.1,55.5,55.5,55.5,55.5,55.5,0.097493613,0.087890301,0.087890301,0.087890301,0.087890301,0.087890301,0.056525,0.056525,0.056525,0.029925,0.029925,0.0,0.1,0.3,0.5,0.7,1.0,2.0,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
4120,6,0.3369693031666667,0.480243971,50,0.01,0.1,0.1,0.3,0.5,0.7,1.0,2.0,0.362625547,0.355151775,0.320438843,0.364015354,0.30979215,0.30979215,0.28042647,0.27746743,0.250726014,0.273399707,0.222779511,0.222779511,0.198227392,0.199783084,0.181013184,0.18278406,0.135766872,0.135766872,0.509852296,0.493576624,0.43140565,0.51775872,0.464435268,0.464435268,0.362625547,0.355151775,0.320438843,0.364015354,0.30979215,0.30979215,1.21,1.26,1.46,1.19,1.35,1.35,26.4,26.4,24.8,25.6,19.5,19.5,1.368,1.553,1.077,0.741,0.307,0.307,5,4,3,2,1,0,5,4,3,2,1,0,14.8,14.5,13.9,8.9,11.4,11.4,0.178371914,0.180664931,0.163748729,0.162040884,0.117717525,0.117717525,0.056525,0.056525,0.056525,0.029925,0.029925,0.0,0.1,0.3,0.5,0.7,1.0,2.0,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
4123,6,0.1538344918333333,0.37485934316666664,50,0.01,0.1,0.1,0.3,0.5,0.7,1.0,2.0,0.185111266,0.136619145,0.144393585,0.206464487,0.125209234,0.125209234,0.123620385,0.094418346,0.102550814,0.162232511,0.088921113,0.088921113,0.062129503,0.052217546,0.060708044,0.118000535,0.052632993,0.052632993,0.479102196,0.382174317,0.33752658,0.337114834,0.356619066,0.356619066,0.185111266,0.136619145,0.144393585,0.206464487,0.125209234,0.125209234,1.21,1.53,1.7,1.71,1.59,1.59,7.1,7.0,7.8,23.6,13.7,13.7,1.211,1.13,0.123,0.199,0.131,0.131,5,4,3,2,1,0,5,4,3,2,1,0,80.5,81.0,75.9,65.1,81.8,81.8,0.05375278,0.046272383,0.05391529,0.107259776,0.047070079,0.047070079,0.056525,0.056525,0.056525,0.029925,0.029925,0.0,0.1,0.3,0.5,0.7,1.0,2.0,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
4131,6,0.693102523,0.7100349603333332,50,0.01,0.1,0.1,0.3,0.5,0.7,1.0,2.0,0.499141614,0.711945276,0.736882062,0.736882062,0.736882062,0.736882062,0.427657089,0.537272887,0.585012101,0.585012101,0.585012101,0.585012101,0.356172564,0.362600498,0.43314214,0.43314214,0.43314214,0.43314214,0.577321149,0.723484905,0.739850927,0.739850927,0.739850927,0.739850927,0.499141614,0.711945276,0.736882062,0.736882062,0.736882062,0.736882062,1.04,0.68,0.65,0.65,0.65,0.65,54.4,72.9,78.8,78.8,78.8,78.8,3.398,1.208,0.909,0.909,0.909,0.909,5,4,3,2,1,0,5,4,3,2,1,0,2.8,1.1,0.5,0.5,0.5,0.5,0.335054422,0.287943591,0.325310914,0.325310914,0.325310914,0.325310914,0.056525,0.056525,0.056525,0.029925,0.029925,0.0,0.1,0.3,0.5,0.7,1.0,2.0,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
4133,6,0.3628390778333333,0.5091703748333333,50,0.01,0.1,0.1,0.3,0.5,0.7,1.0,2.0,0.503476465,0.420813527,0.372008006,0.293578823,0.293578823,0.293578823,0.410583146,0.369674886,0.250960504,0.206903865,0.206903865,0.206903865,0.317689827,0.318536246,0.129913003,0.120228907,0.120228907,0.120228907,0.608612185,0.482306003,0.576617654,0.462495469,0.462495469,0.462495469,0.503476465,0.420813527,0.372008006,0.293578823,0.293578823,0.293578823,0.94,1.34,0.98,1.35,1.35,1.35,46.9,51.7,18.2,17.1,17.1,17.1,2.694,2.079,0.566,0.331,0.331,0.331,5,4,3,2,1,0,5,4,3,2,1,0,1.8,4.1,17.4,17.1,17.1,17.1,0.29232277,0.30300644,0.108348076,0.103181058,0.103181058,0.103181058,0.056525,0.056525,0.056525,0.029925,0.029925,0.0,0.1,0.3,0.5,0.7,1.0,2.0,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
4134,6,0.3267449805,0.421710827,50,0.01,0.1,0.1,0.3,0.5,0.7,1.0,2.0,0.335380321,0.314449287,0.316487079,0.31055538,0.341798908,0.341798908,0.246121924,0.24054315,0.234907343,0.226368267,0.283240151,0.283240151,0.156863528,0.166637013,0.153327607,0.142181153,0.224681393,0.224681393,0.478154758,0.38880269,0.421502697,0.423956951,0.408923933,0.408923933,0.335380321,0.314449287,0.316487079,0.31055538,0.341798908,0.341798908,1.3,1.59,1.49,1.48,1.56,1.56,20.5,20.5,20.8,19.4,33.5,33.5,1.098,0.916,0.45,0.348,0.293,0.293,5,4,3,2,1,0,5,4,3,2,1,0,1.2,1.5,1.9,3.2,1.8,1.8,0.13736287,0.148520906,0.134861873,0.123910126,0.208345915,0.208345915,0.056525,0.056525,0.056525,0.029925,0.029925,0.0,0.1,0.3,0.5,0.7,1.0,2.0,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
4135,6,0.42257785549999993,0.46944534833333335,50,0.01,0.1,0.1,0.3,0.5,0.7,1.0,2.0,0.428053032,0.407824021,0.417945593,0.432832183,0.424406152,0.424406152,0.34815312,0.369459146,0.379608795,0.387859028,0.38123265,0.38123265,0.268253207,0.33109427,0.341271998,0.342885873,0.338059148,0.338059148,0.551205369,0.440009828,0.443654832,0.466616717,0.457592672,0.457592672,0.428053032,0.407824021,0.417945593,0.432832183,0.424406152,0.424406152,1.1,1.51,1.51,1.44,1.47,1.47,37.5,66.9,74.3,71.0,69.8,69.8,1.819,0.726,0.565,0.569,0.362,0.362,5,4,3,2,1,0,5,4,3,2,1,0,15.1,2.8,1.4,1.6,1.2,1.2,0.246990205,0.318524421,0.328284728,0.328160715,0.323920218,0.323920218,0.056525,0.056525,0.056525,0.029925,0.029925,0.0,0.1,0.3,0.5,0.7,1.0,2.0,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
4137,6,0.35149560399999996,0.4355606315,50,0.01,0.1,0.1,0.3,0.5,0.7,1.0,2.0,0.411600838,0.364334973,0.348682346,0.333690075,0.325332696,0.325332696,0.326002711,0.294217425,0.28891587,0.271359813,0.26196879,0.26196879,0.240404584,0.224099877,0.229149394,0.209029551,0.198604884,0.198604884,0.538945515,0.463986922,0.421720834,0.403404338,0.39265309,0.39265309,0.411600838,0.364334973,0.348682346,0.333690075,0.325332696,0.325332696,1.14,1.37,1.52,1.57,1.6,1.6,33.8,31.4,34.5,30.1,27.8,27.8,1.228,1.24,0.417,0.326,0.277,0.277,5,4,3,2,1,0,5,4,3,2,1,0,3.0,1.8,2.7,1.4,1.7,1.7,0.218591174,0.205607818,0.212557037,0.192135576,0.181643465,0.181643465,0.056525,0.056525,0.056525,0.029925,0.029925,0.0,0.1,0.3,0.5,0.7,1.0,2.0,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
4138,6,0.3684801846666667,0.4478961003333333,50,0.01,0.1,0.1,0.3,0.5,0.7,1.0,2.0,0.387626956,0.336904863,0.336590822,0.391281371,0.379238548,0.379238548,0.31326932,0.278675378,0.268400389,0.339380526,0.321676811,0.321676811,0.238911683,0.220445892,0.200209957,0.28747968,0.264115074,0.264115074,0.499963342,0.404619944,0.431072295,0.450689955,0.450515533,0.450515533,0.387626956,0.336904863,0.336590822,0.391281371,0.379238548,0.379238548,1.26,1.56,1.48,1.46,1.45,1.45,33.5,31.1,29.5,48.8,42.8,42.8,1.36,0.96,0.372,0.327,0.239,0.239,5,4,3,2,1,0,5,4,3,2,1,0,3.8,3.8,6.2,1.5,1.8,1.8,0.21932961,0.204269962,0.182598988,0.271949643,0.247549588,0.247549588,0.056525,0.056525,0.056525,0.029925,0.029925,0.0,0.1,0.3,0.5,0.7,1.0,2.0,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
4140,6,0.3938067541666667,0.44802840533333327,50,0.01,0.1,0.1,0.3,0.5,0.7,1.0,2.0,0.433691669,0.402893155,0.386540032,0.423792433,0.357961618,0.357961618,0.373573333,0.352987534,0.335547431,0.370928382,0.330759868,0.330759868,0.313454998,0.303081913,0.284554831,0.318064331,0.303558117,0.303558117,0.512373201,0.470712855,0.455646986,0.484166728,0.382635331,0.382635331,0.433691669,0.402893155,0.386540032,0.423792433,0.357961618,0.357961618,1.25,1.37,1.43,1.36,1.68,1.68,51.2,50.1,48.2,58.3,63.1,63.1,1.59,1.821,0.793,0.785,0.201,0.201,5,4,3,2,1,0,5,4,3,2,1,0,11.9,13.5,12.4,10.0,9.1,9.1,0.295805247,0.288109316,0.269457922,0.302030201,0.294495478,0.294495478,0.056525,0.056525,0.056525,0.029925,0.029925,0.0,0.1,0.3,0.5,0.7,1.0,2.0,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
