location,Latitude,SunInclination,Altitude
1829,49.16371435673965,-4,10
1830,52.77676583255078,-4,10
1831,48.29534786811786,-4,10
1832,53.692047676514335,-4,10
1833,52.20912755380167,-4,10
1834,49.57147603818797,-4,10
1835,53.79293155615363,-4,10
1836,51.82989377101404,-4,10
1837,51.76296866726184,-4,10
1838,52.431695147458754,-4,10
1839,49.98116326968713,-4,10
1840,48.101996526941456,-4,10
1841,50.36178293954807,-4,10
1842,48.77187968638154,-4,10
1843,49.64266465619116,-4,10
1844,49.89286408011653,-4,10
1845,49.36891430840056,-4,10
1846,53.41441008644597,-4,10
1847,52.70228237938351,-4,10
1848,52.53944151655379,-4,10
1849,52.0167926235184,-4,10
1850,51.35354089071425,-4,10
1851,53.84302523149172,-4,10
1852,51.46618024318866,-4,10
1853,51.99713044780443,-4,10
1854,53.69666834650439,-4,10
1855,52.85218727673652,-4,10
1856,49.463073135641416,-4,10
1857,51.134749621323735,-4,10
1858,52.00630921282438,-4,10
1859,50.60742115628119,-4,10
1860,54.00451350460366,-4,10
1861,52.0411751149033,-4,10
1862,52.31646203530555,-4,10
1863,48.70842419338056,-4,10
1864,47.99546536398841,-4,10
1865,49.49018064032638,-4,10
1866,54.09325181038307,-4,10
1867,53.24311334039466,-4,10
1869,52.19639955719076,-4,10
1870,52.98619176662419,-4,10
1871,49.62469340507409,-4,10
1872,50.59408638240815,-4,10
1873,50.751819341114654,-4,10
1874,47.89094240595382,-4,10
1875,50.6956938026397,-4,10
1876,54.22479236866277,-4,10
1877,51.564556931591845,-4,10
1878,53.70062618150788,-4,10
1879,47.99870186685069,-4,10
1880,49.39428149245591,-4,10
1881,51.94720159414917,-4,10
1882,49.89231079228327,-4,10
1883,53.02402169208288,-4,10
1884,52.19075262716815,-4,10
1885,48.21813539829594,-4,10
1886,51.91034879631647,-4,10
1887,50.31194293289346,-4,10
1888,52.65155037583937,-4,10
1889,51.7281962341696,-4,10
1890,50.72665611711469,-4,10
1891,52.76163608021044,-4,10
1892,53.18290571888189,-4,10
1893,50.383978669579534,-4,10
1894,52.09142189481406,-4,10
1895,54.597738502938775,-4,10
1896,51.63118249080989,-4,10
1897,52.89155178650217,-4,10
1898,48.565592362064095,-4,10
1899,52.25685914177823,-4,10
1900,52.01007789216649,-4,10
1901,50.697224752769245,-4,10
1902,48.868816031132944,-4,10
1903,51.021042258988736,-4,10
1904,53.62958512648805,-4,10
1905,52.69078409253798,-4,10
1906,48.09540061361954,-4,10
1907,48.79980804292666,-4,10
1908,51.94598165675814,-4,10
1909,52.41773408143807,-4,10
1910,51.578395697601344,-4,10
1911,53.59403325823244,-4,10
1912,50.6106007005636,-4,10
1913,54.11444491741632,-4,10
1914,49.27430607948303,-4,10
1915,48.85485564882541,-4,10
1916,49.18502871206561,-4,10
1917,52.85778733489639,-4,10
1918,53.39191614132808,-4,10
1919,52.893200523080864,-4,10
1920,48.81720901874382,-4,10
1921,51.92470192452986,-4,10
1922,51.39316061356811,-4,10
1923,53.37918943966869,-4,10
1924,48.64209313307466,-4,10
1925,51.38149013084934,-4,10
1926,52.03576395027133,-4,10
1927,51.07062533204505,-4,10
1928,51.70062550554549,-4,10
1929,54.12633017002658,-4,10
1930,51.5770477463247,-4,10
1931,51.35973585765616,-4,10
1932,52.1001284545518,-4,10
1933,50.72485153885773,-4,10
1934,50.93120427325924,-4,10
1935,50.95920260508529,-4,10
1936,48.99186863978827,-4,10
1937,51.75356278633455,-4,10
1938,53.68253875651701,-4,10
1939,52.26068676805421,-4,10
