year,month,average
2121,12,428.9482424
2122,1,429.8944241
2122,2,430.3759737
2122,3,430.63632
2122,4,430.5762951
2122,5,429.2839709
2122,6,426.0941931
2122,7,422.1330959
2122,8,419.8186958
2122,9,420.6983062
2122,10,423.7786475
2122,11,426.5442575
2122,12,428.2346834
2123,1,429.180896
2123,2,429.6637109
2123,3,429.92626
2123,4,429.8694288
2123,5,428.5828912
2123,6,425.4010597
2123,7,421.4436537
2123,8,419.126798
2123,9,420.0039114
2123,10,423.0810933
2123,11,425.8438516
2123,12,427.5333087
2124,1,428.4799442
2124,2,428.9643131
2124,3,429.2292355
2124,4,429.175626
2124,5,427.8947218
2124,6,424.7205219
2124,7,420.7664391
2124,8,418.4467553
2124,9,419.3209392
2124,10,422.3945017
2124,11,425.1539326
2124,12,426.8419328
2125,1,427.7885152
2125,2,428.2740152
2125,3,428.5409634
2125,4,428.4903273
2125,5,427.2149087
2125,6,424.0482905
2125,7,420.0976362
2125,8,417.7753879
2125,9,418.6469719
2125,10,421.7172984
2125,11,424.4738076
2125,12,426.1607409
2126,1,427.1076345
2126,2,427.59458
2126,3,427.8638062
2126,4,427.8163138
2126,5,426.5464324
2126,6,423.3873365
2126,7,419.4400324
2126,8,417.1151588
2126,9,417.9840366
2126,10,421.0509958
2126,11,423.804428
2126,12,425.4901083
2127,1,426.4371131
2127,2,426.9253106
2127,3,427.1966424
2127,4,427.1521548
2127,5,425.887698
2127,6,422.736042
2127,7,418.7921021
2127,8,416.4647257
2127,9,417.3310446
2127,10,420.3948055
2127,11,423.1453292
2127,12,424.8298952
2128,1,425.7771147
2128,2,426.2666262
2128,3,426.5400767
2128,4,426.4985471
2128,5,425.2393801
2128,6,422.0949475
2128,7,418.1541601
2128,8,415.8241081
2128,9,416.6876751
2128,10,419.7480441
2128,11,422.4954659
2128,12,424.1787178
2129,1,425.1259677
2129,2,425.6166313
2129,3,425.8920807
2129,4,425.8534433
2129,5,424.5995461
2129,6,421.4623682
2129,7,417.5248785
2129,8,415.1924176
2129,9,416.0535318
2129,10,419.1108322
2129,11,421.8554724
2129,12,423.5376934
2130,1,424.4852043
2130,2,424.977198
2130,3,425.2547543
2130,4,425.2190313
2130,5,423.9703083
2130,6,420.8401728
2130,7,416.9057388
2130,8,414.5706344
2130,9,415.4290175
2130,10,418.4829506
2130,11,421.224496
2130,12,422.9053572
2131,1,423.8528114
2131,2,424.3458381
2131,3,424.6252494
2131,4,424.5922501
2131,5,423.3485695
2131,6,420.2254154
2131,7,416.2941089
2131,8,413.9565738
2131,9,414.8124943
2131,10,417.8633779
2131,11,420.60217
2131,12,422.2820044
2132,1,423.2297127
2132,2,423.724061
2132,3,424.0055783
2132,4,423.9755019
2132,5,422.7369801
2132,6,419.6208376
2132,7,415.6926768
2132,8,413.3527443
2132,9,414.2061921
2132,10,417.253986
2132,11,419.989951
2132,12,421.6686414
2133,1,422.6164619
2133,2,423.1119609
2133,3,423.395401
2133,4,423.3680584
2133,5,422.1344892
2133,6,419.0251447
2133,7,415.099981
2133,8,412.7575876
2133,9,413.6085118
2133,10,416.6531825
2133,11,419.3862915
2133,12,421.0637927
2134,1,422.0116622
2134,2,422.5082434
2134,3,422.7935282
2134,4,422.7688297
2134,5,421.5400929
2134,6,418.4373986
2134,7,414.5151275
2134,8,412.1702343
2134,9,413.0186001
2134,10,416.0601266
2134,11,418.7903648
2134,12,420.4666549
2135,1,421.4145545
2135,2,421.9122031
2135,3,422.1993307
2135,4,422.1772895
2135,5,420.9533993
2135,6,417.8573777
2135,7,413.9380939
2135,8,411.5908826
2135,9,412.4368857
2135,10,415.4754783
2135,11,418.2030535
2135,12,419.8783144
2136,1,420.8263983
2136,2,421.3252384
2136,3,421.614299
2136,4,421.5949648
2136,5,420.3759072
2136,6,417.2864796
2136,7,413.3701105
2136,8,411.02054
2136,9,411.8641136
2136,10,414.8996921
2136,11,417.6245067
2136,12,419.2986132
2137,1,420.2467412
2137,2,420.7466238
2137,3,421.0374706
2137,4,421.0207044
2137,5,419.8063379
2137,6,416.7233703
2137,7,412.8098562
2137,8,410.4579567
2137,9,411.2991511
2137,10,414.3317882
2137,11,417.0539224
2137,12,418.7269405
2138,1,419.6751628
2138,2,420.1761256
2138,3,420.4687797
2138,4,420.4545813
2138,5,419.2448637
2138,6,416.1682723
2138,7,412.2575532
2138,8,409.9033124
2138,9,410.7421064
2138,10,413.7717829
2138,11,416.4912146
2138,12,418.1631084
2139,1,419.1113876
2139,2,419.6133935
2139,3,419.9078285
2139,4,419.8961872
2139,5,418.6911115
2139,6,415.620902
2139,7,411.7130602
2139,8,409.3566468
2139,9,410.1932224
2139,10,413.2201297
2139,11,415.9370401
2139,12,417.6079539
2140,1,418.5563922
2140,2,419.0594948
2140,3,419.355709
2140,4,419.3465568
2140,5,418.1459631
2140,6,415.0818786
2140,7,411.1768919
2140,8,408.8185564
2140,9,409.6531303
2140,10,412.6774777
2140,11,415.3920778
2140,12,417.0622283
2141,1,418.0110704
2141,2,418.5155689
2141,3,418.8139367
2141,4,418.8077425
2141,5,417.6121986
2141,6,414.5549287
2141,7,410.6531456
2141,8,408.2928963
2141,9,409.1255881
2141,10,412.1475934
2141,11,414.8601708
2141,12,416.5298809
2142,1,417.4797954
2142,2,417.9860169
2142,3,418.286814
2142,4,418.2837812
2142,5,417.0933117
2142,6,414.0427071
2142,7,410.1444153
2142,8,407.7830829
2142,9,408.6146659
2142,10,411.6350828
2142,11,414.3463229
2142,12,416.0161277
2143,1,416.967279
2143,2,417.4755549
2143,3,417.7790639
2143,4,417.7794301
2143,5,416.5942022
2143,6,413.5503727
2143,7,409.6557397
2143,8,407.2935846
2143,9,408.124303
2143,10,411.1433697
2143,11,413.8534841
2143,12,415.5235371
2144,1,416.47611
2144,2,416.9864903
2144,3,417.2927077
2144,4,417.2964131
2144,5,416.116261
2144,6,413.078946
2144,7,409.1878158
2144,8,406.8248458
2144,9,407.6546833
2144,10,410.6723805
2144,11,413.3813212
2144,12,415.0515006
2145,1,416.0053026
2145,2,416.517565
2145,3,416.8262372
2145,4,416.832999
2145,5,415.6575697
2145,6,412.626361
2145,7,408.7384485
2145,8,406.3745564
2145,9,407.2034195
2145,10,410.2196879
2145,11,412.927405
2145,12,414.5976298
2146,1,415.5525651
2146,2,416.066609
2146,3,416.3776421
2146,4,416.3873752
2146,5,415.2165518
2146,6,412.1913153
2146,7,408.306644
2146,8,405.9420564
2146,9,406.7702006
2146,10,409.7853321
2146,11,412.4921184
2146,12,414.1626292
2147,1,415.118887
2147,2,415.6348556
2147,3,415.9483424
2147,4,415.961079
2147,5,414.7947818
2147,6,411.7753284
2147,7,407.8937678
2147,8,405.5284669
2147,9,406.3558282
2147,10,409.3697385
2147,11,412.0754718
2147,12,413.7460766
2148,1,414.7034134
2148,2,415.221034
2148,3,415.536687
2148,4,415.5521327
2148,5,414.3900291
2148,6,411.3760078
2148,7,407.4973551
2148,8,405.1313341
2148,9,405.9579464
2148,10,408.97072
2148,11,411.6755062
2148,12,413.3462856
2149,1,414.3047684
2149,2,414.8240879
2149,3,415.14194
2149,4,415.1601082
2149,5,414.0021453
2149,6,410.9934433
2149,7,407.117693
2149,8,404.7511012
2149,9,405.5771039
2149,10,408.5888869
2149,11,411.2928531
2149,12,412.9638747
2150,1,413.9235135
2150,2,414.4445131
2150,3,414.764515
2150,4,414.785325
2150,5,413.6313524
2150,6,410.6277605
2150,7,406.7547965
2150,8,404.3876566
2150,9,405.2130672
2150,10,408.2238872
2150,11,410.9270483
2150,12,412.5982768
2151,1,413.5590036
2151,2,414.0815785
2151,3,414.4036014
2151,4,414.4269
2151,5,413.2767023
2151,6,410.2779535
2151,7,406.4076121
2151,8,404.0399076
2151,9,404.8647044
2151,10,407.8745437
2151,11,410.5768558
2151,12,412.2481764
2152,1,413.2096437
2152,2,413.7335601
2152,3,414.0573273
2152,4,414.082789
2152,5,412.9359843
2152,6,409.941635
2152,7,406.0734188
2152,8,403.7046034
2152,9,404.5281943
2152,10,407.5364334
2152,11,410.2372668
2152,12,411.9080558
2153,1,412.8697865
2153,2,413.3944802
2153,3,413.7194738
2153,4,413.7466441
2153,5,412.6028308
2153,6,409.612558
2153,7,405.7463505
2153,8,403.3765521
2153,9,404.1991837
2153,10,407.2061753
2153,11,409.9059475
2153,12,411.5766354
2154,1,412.5390232
2154,2,413.0649036
2154,3,413.3914977
2154,4,413.4206914
2154,5,412.280081
2154,6,409.2939746
2154,7,405.4297985
2154,8,403.0589859
2154,9,403.8805169
2154,10,406.8860396
2154,11,409.5844591
2154,12,411.2546862
2155,1,412.2173368
2155,2,412.74399
2155,3,413.071782
2155,4,413.1026297
2155,5,411.964887
2155,6,408.9826741
2155,7,405.1204343
2155,8,402.748728
2155,9,403.5693888
2155,10,406.5737695
2155,11,409.2712247
2155,12,410.9413977
2156,1,411.9047181
2156,2,412.4325386
2156,3,412.7618903
2156,4,412.7946985
2156,5,411.6600325
2156,6,408.6818085
2156,7,404.8215442
2156,8,402.4489367
2156,9,403.2686116
2156,10,406.2716553
2156,11,408.9678805
2156,12,410.6376642
2157,1,411.6012822
2157,2,412.1298744
2157,3,412.4603967
2157,4,412.4948037
2157,5,411.3628801
2157,6,408.3883648
2157,7,404.529951
2157,8,402.1565138
2157,9,402.9753834
2157,10,405.9773681
2157,11,408.6727054
2157,12,410.3424649
2158,1,411.306757
2158,2,411.8364874
2158,3,412.168523
2158,4,412.2048271
2158,5,411.075858
2158,6,408.105163
2158,7,404.2486876
2158,8,401.8744933
2158,9,402.6925292
2158,10,405.6933495
2158,11,408.3876197
2158,12,410.0570964
2159,1,411.0217434
2159,2,411.5522606
2159,3,411.885442
2159,4,411.9232752
2159,5,410.7968883
2159,6,407.8296585
2159,7,403.9748738
2159,8,401.5998205
2159,9,402.4169961
2159,10,405.4167012
2159,11,408.1100095
2159,12,409.7793371
2160,1,410.7445062
2160,2,411.2759933
2160,3,411.6105219
2160,4,411.6500962
2160,5,410.5264849
2160,6,407.5628939
2160,7,403.7100373
2160,8,401.3344449
2160,9,402.151069
2160,10,405.1499594
2160,11,407.8425786
2160,12,409.5119751
2161,1,410.4778278
2161,2,411.0103919
2161,3,411.3463167
2161,4,411.3876164
2161,5,410.2666741
2161,6,407.3065236
2161,7,403.4553775
2161,8,401.0790279
2161,9,401.8948138
2161,10,404.8925587
2161,11,407.5841187
2161,12,409.2531715
2162,1,410.2192811
2162,2,410.7524922
2162,3,411.0894059
2162,4,411.132063
2162,5,410.0134569
2162,6,407.0564727
2162,7,403.2069278
2162,8,400.8299185
2162,9,401.6450858
2162,10,404.642016
2162,11,407.3329254
2162,12,409.0020793
2163,1,409.9689117
2163,2,410.5032431
2163,3,410.8416087
2163,4,410.8860555
2163,5,409.7701459
2163,6,406.816602
2163,7,402.9689117
2163,8,400.5914808
2163,9,401.406163
2163,10,404.4023274
2163,11,407.0925508
2163,12,408.7616786
2164,1,409.7290346
2164,2,410.2642309
2164,3,410.6037542
2164,4,410.6496704
2164,5,409.5361036
2164,6,406.5856312
2164,7,402.7395018
2164,8,400.3614677
2164,9,401.1755294
2164,10,404.1708426
2164,11,406.8603272
2164,12,408.5293827
2165,1,409.4972281
2165,2,410.0332571
2165,3,410.3739104
2165,4,410.4212673
2165,5,409.3099874
2165,6,406.3625041
2165,7,402.517916
2165,8,400.1393425
2165,9,400.952837
2165,10,403.9473521
2165,11,406.6361402
2165,12,408.3051369
2166,1,409.2734609
2166,2,409.8103025
2166,3,410.1520592
2166,4,410.2008259
2166,5,409.0917804
2166,6,406.1472202
2166,7,402.3041689
2166,8,399.9251389
2166,9,400.73817
2166,10,403.7320169
2166,11,406.4202487
2166,12,408.089314
2167,1,409.0582411
2167,2,409.5960025
2167,3,409.9389597
2167,4,409.9892193
2167,5,408.8824527
2167,6,405.9408243
2167,7,402.099369
2167,8,399.7200147
2167,9,400.5326985
2167,10,403.5259853
2167,11,406.2137482
2167,12,407.8829278
2168,1,408.8524656
2168,2,409.391126
2168,3,409.7352358
2168,4,409.7869132
2168,5,408.6823031
2168,6,405.7434422
2168,7,401.9034577
2168,8,399.5237166
2168,9,400.3359779
2168,10,403.3286277
2168,11,406.0158353
2168,12,407.6850174
2169,1,408.6550425
2169,2,409.1944689
2169,3,409.5395999
2169,4,409.5925694
2169,5,408.4899798
2169,6,405.5537503
2169,7,401.7151922
2169,8,399.3351411
2169,9,400.1470975
2169,10,403.1392725
2169,11,405.8261112
2169,12,407.4954783
2170,1,408.4661665
2170,2,409.0065258
2170,3,409.3528313
2170,4,409.4072242
2170,5,408.3067363
2170,6,405.3731674
2170,7,401.5360771
2170,8,399.1557857
2170,9,399.9674603
2170,10,402.9591467
2170,11,405.6455604
2170,12,407.3150008
2171,1,408.2862027
2171,2,408.8273084
2171,3,409.1745799
2171,4,409.2301723
2171,5,408.1315331
2171,6,405.2003548
2171,7,401.3645489
2171,8,398.9839521
2171,9,399.795312
2171,10,402.7865185
2171,11,405.4725414
2171,12,407.1420916
2172,1,408.1138438
2172,2,408.6557449
2172,3,409.0040399
2172,4,409.0608944
2172,5,407.9641494
2172,6,405.0353931
2172,7,401.2009536
2172,8,398.8202046
2172,9,399.6314072
2172,10,402.6223001
2172,11,405.3080937
2172,12,406.9778883
2173,1,407.9503098
2173,2,408.4930944
2173,3,408.8424786
2173,4,408.9006358
2173,5,407.8057771
2173,6,404.8793893
2173,7,401.0463068
2173,8,398.6654625
2173,9,399.4765405
2173,10,402.4671366
2173,11,405.152691
2173,12,406.8226751
2174,1,407.7956699
2174,2,408.3392168
2174,3,408.6895453
2174,4,408.7488386
2174,5,407.6556611
2174,6,404.7314056
2174,7,400.8994882
2174,8,398.5184262
2174,9,399.3292602
2174,10,402.3194531
2174,11,405.0046657
2174,12,406.6747245
2175,1,407.648181
2175,2,408.1923753
2175,3,408.5435432
2175,4,408.6038802
2175,5,407.5122865
2175,6,404.5900701
2175,7,400.7593173
2175,8,398.3781576
2175,9,399.1889098
2175,10,402.1789113
2175,11,404.864025
2175,12,406.5344043
2176,1,407.5085667
2176,2,408.0536541
2176,3,408.4059016
2176,4,408.4675097
2176,5,407.3776872
2176,6,404.4576553
2176,7,400.6282447
2176,8,398.2472132
2176,9,399.0580722
2176,10,402.0480373
2176,11,404.7331625
2176,12,406.4039116
2177,1,407.3787777
2177,2,407.9247073
2177,3,408.2779425
2177,4,408.3406903
2177,5,407.2524513
2177,6,404.3343679
2177,7,400.5060923
2177,8,398.1250364
2177,9,398.9358356
2177,10,401.9255937
2177,11,404.6105488
2177,12,406.2814603
2178,1,407.2568127
2178,2,407.8033573
2178,3,408.1573562
2178,4,408.2210279
2178,5,407.13415
2178,6,404.2177965
2178,7,400.3905277
2178,8,398.0094389
2178,9,398.8202178
2178,10,401.8098674
2178,11,404.4947917
2178,12,406.1660177
2179,1,407.1420171
2179,2,407.6893451
2179,3,408.0442775
2179,4,408.1090359
2179,5,407.023647
2179,6,404.1091138
2179,7,400.2829828
2179,8,397.9020477
2179,9,398.7129576
2179,10,401.702616
2179,11,404.3875833
2179,12,406.0591408
2180,1,407.0357572
2180,2,407.5838037
2180,3,407.9395778
2180,4,408.0053096
2180,5,406.9212615
2180,6,404.0083765
2180,7,400.1832602
2180,8,397.8024329
2180,9,398.6134471
2180,10,401.6031191
2180,11,404.2881533
2180,12,405.9600629
2181,1,406.9373235
2181,2,407.4861086
2181,3,407.8427442
2181,4,407.9094655
2181,5,406.8267475
2181,6,403.9154752
2181,7,400.0913989
2181,8,397.7107862
2181,9,398.5220057
2181,10,401.5117913
2181,11,404.1969783
2181,12,405.8692912
2182,1,406.8472132
2182,2,407.396733
2182,3,407.7542042
2182,4,407.8218658
2182,5,406.7403864
2182,6,403.830598
2182,7,400.0074672
2182,8,397.627031
2182,9,398.4384046
2182,10,401.4282467
2182,11,404.1135139
2182,12,405.7861279
2183,1,406.7645933
2183,2,407.3147139
2183,3,407.6728822
2183,4,407.7413455
2183,5,406.6609507
2183,6,403.7524866
2183,7,399.9302197
2183,8,397.5499841
2183,9,398.3615704
2183,10,401.3515739
2183,11,404.037059
2183,12,405.7101187
2184,1,406.6892782
2184,2,407.2401526
2184,3,407.5991705
2184,4,407.6685798
2184,5,406.5893802
2184,6,403.6823155
2184,7,399.8610227
2184,8,397.4811485
2184,9,398.2930788
2184,10,401.283346
2184,11,403.96911
2184,12,405.6426214
2185,1,406.6224391
2185,2,407.1739953
2185,3,407.5337657
2185,4,407.6040041
2185,5,406.5258497
2185,6,403.6200122
2185,7,399.7995831
2185,8,397.4200506
2185,9,398.2323268
2185,10,401.2228945
2185,11,403.9089982
2185,12,405.5830213
2186,1,406.5635567
2186,2,407.1158493
2186,3,407.4764198
2186,4,407.5475215
2186,5,406.4704074
2186,6,403.5657524
2186,7,399.7461691
2186,8,397.3670036
2186,9,398.1796188
2186,10,401.1704489
2186,11,403.8568105
2186,12,405.53121
2187,1,406.5122977
2187,2,407.0651304
2187,3,407.4262945
2187,4,407.4980529
2187,5,406.4217626
2187,6,403.5180796
2187,7,399.6992397
2187,8,397.3204816
2187,9,398.1335416
2187,10,401.1248241
2187,11,403.8117081
2187,12,405.4867885
2188,1,406.468759
2188,2,407.0224792
2188,3,407.3845852
2188,4,407.4573316
2188,5,406.3821425
2188,6,403.4796428
2188,7,399.6617395
2188,8,397.2835698
2188,9,398.0971641
2188,10,401.0888867
2188,11,403.7761586
2188,12,405.4516606
2189,1,406.4341642
2189,2,406.9883469
2189,3,407.3509264
2189,4,407.4241712
2189,5,406.3495747
2189,6,403.4477594
2189,7,399.6304251
2189,8,397.2526544
2189,9,398.0667001
2189,10,401.0589174
2189,11,403.7467709
2189,12,405.4229904
2190,1,406.4063981
2190,2,406.961484
2190,3,407.3250182
2190,4,407.3992579
2190,5,406.3257221
2190,6,403.4250104
2190,7,399.6083873
2190,8,397.2308776
2190,9,398.0451374
2190,10,401.0374946
2190,11,403.7254268
2190,12,405.4017026
2191,1,406.3852289
2191,2,406.9403043
2191,3,407.3037828
2191,4,407.3779266
2191,5,406.3042766
2191,6,403.4034321
2191,7,399.5868566
2191,8,397.2095586
2191,9,398.0240012
2191,10,401.01651
2191,11,403.7045772
2191,12,405.3809858
2192,1,406.3643848
2192,2,406.9195743
2192,3,407.2831663
2192,4,407.3574186
2192,5,406.2839383
2192,6,403.3832995
2192,7,399.566671
2192,8,397.1889708
2192,9,398.0029318
2192,10,400.9948463
2192,11,403.682246
2192,12,405.357993
2193,1,406.3407431
2193,2,406.895275
2193,3,407.258215
2193,4,407.3318387
2193,5,406.2578371
2193,6,403.3567822
2193,7,399.5395848
2193,8,397.1610987
2193,9,397.974334
2193,10,400.965573
2193,11,403.6524041
2193,12,405.3277552
2194,1,406.3101808
2194,2,406.864567
2194,3,407.2274499
2194,4,407.3010911
2194,5,406.2272472
2194,6,403.3264521
2194,7,399.509273
2194,8,397.1304511
2194,9,397.9432938
2194,10,400.9340361
2194,11,403.620301
2194,12,405.2950978
2195,1,406.2769202
2195,2,406.8307649
2195,3,407.1931197
2195,4,407.266265
2195,5,406.1920653
2195,6,403.2910463
2195,7,399.4734217
2195,8,397.0938407
2195,9,397.9059796
2195,10,400.8960545
2195,11,403.581761
2195,12,405.2562021
2196,1,406.2377805
2196,2,406.791563
2196,3,407.1539585
2196,4,407.2272337
2196,5,406.1533389
2196,6,403.2527568
2196,7,399.4352771
2196,8,397.0554134
2196,9,397.8672156
2196,10,400.8568453
2196,11,403.5420447
2196,12,405.2160133
2197,1,406.1970919
2197,2,406.7504373
2197,3,407.112412
2197,4,407.1853003
2197,5,406.1111768
2197,6,403.2105094
2197,7,399.3926607
2197,8,397.0120289
2197,9,397.8231008
2197,10,400.8120102
2197,11,403.4965816
2197,12,405.1701309
2198,1,406.1509169
2198,2,406.7041521
2198,3,407.0661297
2198,4,407.1391267
2198,5,406.0653245
2198,6,403.1651492
2198,7,399.3474812
2198,8,396.9665697
2198,9,397.7773417
2198,10,400.7658756
2198,11,403.4500581
2198,12,405.1233151
2199,1,406.1038367
2199,2,406.6568992
2199,3,407.0187437
2199,4,407.0916556
2199,5,406.0179458
2199,6,403.1180123
2199,7,399.3002419
2199,8,396.9187426
2199,9,397.7289232
2199,10,400.7168198
2199,11,403.4004006
2199,12,405.0732194
2200,1,406.0533628
2200,2,406.6062169
2200,3,406.9679428
2200,4,407.0408278
2200,5,405.9673109
2200,6,403.0677536
2200,7,399.2500182
2200,8,396.8680575
2200,9,397.6777774
2200,10,400.6651627
2200,11,403.3482598
2200,12,405.0207504
2201,1,406.0006803
2201,2,406.5534216
2201,3,406.9151031
2201,4,406.9880164
2201,5,405.9147371
2201,6,403.0155916
2201,7,399.1978992
2201,8,396.815454
2201,9,397.6246834
2201,10,400.6115213
2201,11,403.2940989
2201,12,404.9662339
2202,1,405.9459022
2202,2,406.4985188
2202,3,406.8601594
2202,4,406.9331184
2202,5,405.8601109
2202,6,402.9614245
2202,7,399.1438131
2202,8,396.760904
2202,9,397.5696624
2202,10,400.5559675
2202,11,403.2380359
2202,12,404.9098238
2203,1,405.8892359
2203,2,406.4417219
2203,3,406.8033038
2203,4,406.876282
2203,5,405.8035198
2203,6,402.9052698
2203,7,399.0877078
2203,8,396.7042938
2203,9,397.5125525
2203,10,400.4983115
2203,11,403.1798799
2203,12,404.8513621
2204,1,405.8305963
2204,2,406.3830677
2204,3,406.7447492
2204,4,406.8179413
2204,5,405.7456475
2204,6,402.8480726
2204,7,399.0307862
2204,8,396.6470644
2204,9,397.4549946
2204,10,400.440339
2204,11,403.1214901
2204,12,404.7926919
2205,1,405.7717035
2205,2,406.3240323
2205,3,406.6855909
2205,4,406.7586878
2205,5,405.6864928
2205,6,402.7891837
2205,7,398.971731
2205,8,396.5872449
2205,9,397.3944121
2205,10,400.3789504
2205,11,403.0593602
2205,12,404.7300511
2206,1,405.7087265
2206,2,406.2609332
2206,3,406.6225457
2206,4,406.6958758
2206,5,405.6242341
2206,6,402.727741
2206,7,398.9107253
2206,8,396.5260979
2206,9,397.3331277
2206,10,400.3174575
2206,11,402.9976679
2206,12,404.6683082
2207,1,405.6469967
2207,2,406.1992866
2207,3,406.5609867
2207,4,406.6344104
2207,5,405.5630405
2207,6,402.6669696
2207,7,398.8499035
2207,8,396.4645802
2207,9,397.2708928
2207,10,400.2544379
2207,11,402.9339088
2207,12,404.6040272
2208,1,405.5823567
2208,2,406.1344855
2208,3,406.4961863
2208,4,406.5697814
2208,5,405.4989044
2208,6,402.6035927
2208,7,398.7868908
2208,8,396.4013339
2208,9,397.2074231
2208,10,400.1906812
2208,11,402.8698886
2208,12,404.539916
2209,1,405.518245
2209,2,406.0704697
2209,3,406.4323008
2209,4,406.506059
2209,5,405.4355496
2209,6,402.5407754
2209,7,398.7241309
2209,8,396.3379672
2209,9,397.1434241
2209,10,400.1259709
2209,11,402.8044984
2209,12,404.4740497
2210,1,405.4520463
2210,2,406.0041074
2210,3,406.3659029
2210,4,406.4397638
2210,5,405.3696585
2210,6,402.475541
2210,7,398.6591329
2210,8,396.2725847
2210,9,397.0776702
2210,10,400.0597907
2210,11,402.737935
2210,12,404.4073074
2211,1,405.3852562
2211,2,405.937409
2211,3,406.2993822
2211,4,406.3735074
2211,5,405.3039212
2211,6,402.4105321
2211,7,398.5943857
2211,8,396.2074337
2211,9,397.0120961
2211,10,399.9937097
2211,11,402.6713672
2211,12,404.3404402
2212,1,405.3182074
2212,2,405.8703094
2212,3,406.2323129
2212,4,406.3065545
2212,5,405.2373434
2212,6,402.3445462
2212,7,398.5285275
2212,8,396.1410413
2212,9,396.9451649
2212,10,399.9261734
2212,11,402.6032676
2212,12,404.2719923
2213,1,405.24956
2213,2,405.8016259
2213,3,406.1637105
2213,4,406.2381577
2213,5,405.169447
2213,6,402.2773957
2213,7,398.461673
2213,8,396.0738267
2213,9,396.8775911
2213,10,399.8581722
2213,11,402.5348735
2213,12,404.2034075
2214,1,405.1809146
2214,2,405.7330547
2214,3,406.0952965
2214,4,406.1699854
2214,5,405.1017747
2214,6,402.2104369
2214,7,398.3949453
2214,8,396.0066445
2214,9,396.8099373
2214,10,399.7899646
2214,11,402.4661389
2214,12,404.1343473
2215,1,405.1116624
2215,2,405.6637543
2215,3,406.0260447
2215,4,406.1008848
2215,5,405.0331039
2215,6,402.1424279
2215,7,398.3271263
2215,8,395.9383371
2215,9,396.7411357
2215,10,399.7205965
2215,11,402.3962398
2215,12,404.0641275
2216,1,405.0412632
2216,2,405.5933238
2216,3,405.9556825
2216,4,406.0306955
2216,5,404.9633696
2216,6,402.0733847
2216,7,398.2583027
2216,8,395.8690548
2216,9,396.6713958
2216,10,399.6503341
2216,11,402.3255003
2216,12,403.9931338
2217,1,404.9701709
2217,2,405.5222948
2217,3,405.8848323
2217,4,405.9601456
2217,5,404.8934177
2217,6,402.0042771
2217,7,398.1895674
2217,8,395.8000056
2217,9,396.6020243
2217,10,399.5805595
2217,11,402.255347
2217,12,403.9227986
2218,1,404.8997775
2218,2,405.4519666
2218,3,405.8146402
2218,4,405.8901611
2218,5,404.823891
2218,6,401.9354163
2218,7,398.1208682
2218,8,395.7307591
2218,9,396.5322137
2218,10,399.5101058
2218,11,402.1842872
2218,12,403.851354
2219,1,404.828106
2219,2,405.3802362
2219,3,405.7429769
2219,4,405.8187011
2219,5,404.7529526
2219,6,401.8652646
2219,7,398.0510402
2219,8,395.6605742
2219,9,396.4616761
2219,10,399.4391455
2219,11,402.1129396
2219,12,403.779828
2220,1,404.7565362
2220,2,405.3087542
2220,3,405.6716608
2220,4,405.7476284
2220,5,404.6823791
2220,6,401.7954019
2220,7,397.9813783
2220,8,395.5903948
2220,9,396.3909594
2220,10,399.3678074
2220,11,402.0410122
2220,12,403.7075282
2221,1,404.6840169
2221,2,405.2361745
2221,3,405.5991372
2221,4,405.6752867
2221,5,404.6105295
2221,6,401.7243041
2221,7,397.9105598
2221,8,395.5191658
2221,9,396.3193243
2221,10,399.2956984
2221,11,401.9684706
2221,12,403.6347729
2222,1,404.6111949
2222,2,405.163432
2222,3,405.5265695
2222,4,405.602991
2222,5,404.5387837
2222,6,401.6533386
2222,7,397.8398743
2222,8,395.4480467
2222,9,396.2477612
2222,10,399.223613
2222,11,401.8958994
2222,12,403.5619366
2223,1,404.5382471
2223,2,405.0905296
2223,3,405.4538237
2223,4,405.5305204
2223,5,404.4668911
2223,6,401.5822765
2223,7,397.7691555
2223,8,395.3769652
2223,9,396.1763111
2223,10,399.1517159
2223,11,401.8235864
2223,12,403.4894184
2224,1,404.4656634
2224,2,405.0180156
2224,3,405.3814646
2224,4,405.4584033
2224,5,404.3952847
2224,6,401.5114019
2224,7,397.6984993
2224,8,395.3058004
2224,9,396.1046196
2224,10,399.0794125
2224,11,401.7507029
2224,12,403.4161727
2225,1,404.392208
2225,2,404.9445058
2225,3,405.3080117
2225,4,405.3851268
2225,5,404.3224914
2225,6,401.4393497
2225,7,397.626704
2225,8,395.2335596
2225,9,396.0319371
2225,10,399.0062208
2225,11,401.6770467
2225,12,403.3422793
2226,1,404.318235
2226,2,404.8706082
2226,3,405.2342962
2226,4,405.3117036
2226,5,404.2496547
2226,6,401.3673434
2226,7,397.5550284
2226,8,395.1614961
2226,9,395.9594759
2226,10,398.9332805
2226,11,401.6036592
2226,12,403.2686596
2227,1,404.2445285
2227,2,404.7969577
2227,3,405.1607967
2227,4,405.2384539
2227,5,404.1769384
2227,6,401.2953954
2227,7,397.483342
2227,8,395.0893486
2227,9,395.8868588
2227,10,398.8601174
2227,11,401.5299903
2227,12,403.1947129
2228,1,404.1704658
2228,2,404.7229416
2228,3,405.0869453
2228,4,405.1648932
2228,5,404.1039824
2228,6,401.2233078
2228,7,397.4116346
2228,8,395.0173088
2228,9,395.8144822
2228,10,398.7873231
