projectid;simulationid;vColumn;vRow;vLocationID;vNUTS_ID;vNUTS_NAME;vSTATE_NAME;start_date;end_date;vIDPL;vYear
477;C472R123;472;123;2920;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2018-01-01;2018-12-31;123;2018
478;C473R434;473;434;2921;DED52;Leipzig;Sachsen;2018-01-01;2018-12-31;127;2018
479;C61R461;61;461;2922;DEA27;Rhein-Erft-Kreis;Nordrhein-Westfalen;2018-01-01;2018-12-31;112;2018
480;C30R422;30;422;2923;DEA1E;Viersen;Nordrhein-Westfalen;2018-01-01;2018-12-31;102;2018
481;C408R374;408;374;2924;DEE0C;Salzlandkreis;Sachsen-Anhalt;2018-01-01;2018-12-31;110;2018
482;C168R613;168;613;2925;DEB3I;Rhein-Pfalz-Kreis;Rheinland-Pfalz;2018-01-01;2018-12-31;96;2018
483;C82R268;82;268;2926;DE94B;Grafschaft Bentheim;Niedersachsen;2018-01-01;2018-12-31;120;2018
484;C509R144;509;144;2927;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2018-01-01;2018-12-31;122;2018
485;C196R365;196;365;2928;DEA47;Paderborn;Nordrhein-Westfalen;2018-01-01;2018-12-31;108;2018
486;C326R764;326;764;2929;DE27C;Unterallgäu;Bayern;2018-01-01;2018-12-31;116;2018
487;C213R94;213;94;2930;DEF05;Dithmarschen;Schleswig-Holstein;2018-01-01;2018-12-31;108;2018
488;C32R451;32;451;2931;DEA26;Düren;Nordrhein-Westfalen;2018-01-01;2018-12-31;101;2018
489;C258R352;258;352;2932;DE926;Holzminden;Niedersachsen;2018-01-01;2018-12-31;112;2018
490;C23R467;23;467;4457;DEA2D;Städteregion Aachen;Nordrhein-Westfalen;2019-01-01;2019-12-31;110;2019
491;C495R690;495;690;4458;DE22C;Dingolfing-Landau;Bayern;2019-01-01;2019-12-31;108;2019
492;C459R675;459;675;4459;DE238;Regensburg, Landkreis;Bayern;2019-01-01;2019-12-31;105;2019
493;C50R422;50;422;4460;DEA1D;Rhein-Kreis Neuss;Nordrhein-Westfalen;2019-01-01;2019-12-31;98;2019
494;C443R630;443;630;4461;DE239;Schwandorf;Bayern;2019-01-01;2019-12-31;117;2019
495;C298R577;298;577;4462;DE26C;Würzburg, Landkreis;Bayern;2019-01-01;2019-12-31;109;2019
496;C395R757;395;757;4463;DE21C;Fürstenfeldbruck;Bayern;2019-01-01;2019-12-31;103;2019
497;C213R99;213;99;4464;DEF05;Dithmarschen;Schleswig-Holstein;2019-01-01;2019-12-31;108;2019
498;C392R765;392;765;4465;DE21C;Fürstenfeldbruck;Bayern;2019-01-01;2019-12-31;114;2019
499;C357R217;357;217;4466;DE934;Lüchow-Dannenberg;Niedersachsen;2019-01-01;2019-12-31;110;2019
500;C423R760;423;760;4467;DE21H;München, Landkreis;Bayern;2019-01-01;2019-12-31;113;2019
501;C444R691;444;691;4468;DE226;Kelheim;Bayern;2019-01-01;2019-12-31;110;2019
502;C185R274;185;274;4469;DE922;Diepholz;Niedersachsen;2019-01-01;2019-12-31;109;2019
503;C474R85;474;85;4470;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;124;2019
504;C434R251;434;251;4471;DEE0D;Stendal;Sachsen-Anhalt;2019-01-01;2019-12-31;122;2019
505;C22R455;22;455;4472;DEA2D;Städteregion Aachen;Nordrhein-Westfalen;2019-01-01;2019-12-31;116;2019
506;C359R162;359;162;4473;DE80O;Ludwigslust-Parchim;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;119;2019
507;C471R110;471;110;4474;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;116;2019
508;C526R304;526;304;4475;DE406;Dahme-Spreewald;Brandenburg;2019-01-01;2019-12-31;119;2019
509;C438R104;438;104;4476;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;122;2019
510;C457R625;457;625;4477;DE239;Schwandorf;Bayern;2019-01-01;2019-12-31;113;2019
511;C263R300;263;300;4478;DE929;Region Hannover;Niedersachsen;2019-01-01;2019-12-31;114;2019
512;C210R90;210;90;4479;DEF05;Dithmarschen;Schleswig-Holstein;2019-01-01;2019-12-31;108;2019
513;C455R630;455;630;4480;DE239;Schwandorf;Bayern;2019-01-01;2019-12-31;116;2019
514;C467R456;467;456;4481;DEG0M;Altenburger Land;Thüringen;2019-01-01;2019-12-31;120;2019
515;C301R275;301;275;4482;DE931;Celle;Niedersachsen;2019-01-01;2019-12-31;118;2019
516;C193R301;193;301;4483;DEA46;Minden-Lübbecke;Nordrhein-Westfalen;2019-01-01;2019-12-31;117;2019
517;C330R241;330;241;4484;DE93A;Uelzen;Niedersachsen;2019-01-01;2019-12-31;108;2019
518;C172R621;172;621;4485;DEB34;Ludwigshafen am Rhein, Kreisfreie Stadt;Rheinland-Pfalz;2019-01-01;2019-12-31;117;2019
519;C393R760;393;760;4486;DE21C;Fürstenfeldbruck;Bayern;2019-01-01;2019-12-31;103;2019
520;C10R470;10;470;4487;DEA2D;Städteregion Aachen;Nordrhein-Westfalen;2019-01-01;2019-12-31;120;2019
521;C172R608;172;608;4488;DEB3I;Rhein-Pfalz-Kreis;Rheinland-Pfalz;2019-01-01;2019-12-31;104;2019
522;C134R233;134;233;4489;DE949;Emsland;Niedersachsen;2019-01-01;2019-12-31;108;2019
523;C407R751;407;751;4490;DE21H;München, Landkreis;Bayern;2019-01-01;2019-12-31;122;2019
524;C190R249;190;249;4491;DE922;Diepholz;Niedersachsen;2019-01-01;2019-12-31;114;2019
525;C167R615;167;615;4492;DEB3I;Rhein-Pfalz-Kreis;Rheinland-Pfalz;2019-01-01;2019-12-31;96;2019
526;C169R645;169;645;4493;DEB3E;Germersheim;Rheinland-Pfalz;2019-01-01;2019-12-31;106;2019
527;C206R805;206;805;4494;DE138;Konstanz;Baden-Württemberg;2019-01-01;2019-12-31;104;2019
528;C246R42;246;42;4495;DEF0C;Schleswig-Flensburg;Schleswig-Holstein;2019-01-01;2019-12-31;111;2019
529;C452R471;452;471;4496;DED45;Zwickau;Sachsen;2019-01-01;2019-12-31;127;2019
530;C189R537;189;537;4498;DE718;Hochtaunuskreis;Hessen;2019-01-01;2019-12-31;108;2019
531;C447R683;447;683;4499;DE226;Kelheim;Bayern;2019-01-01;2019-12-31;114;2019
532;C174R576;174;576;4500;DE717;Groß-Gerau;Hessen;2019-01-01;2019-12-31;116;2019
533;C74R470;74;470;4501;DEA27;Rhein-Erft-Kreis;Nordrhein-Westfalen;2019-01-01;2019-12-31;107;2019
534;C244R45;244;45;4502;DEF0C;Schleswig-Flensburg;Schleswig-Holstein;2019-01-01;2019-12-31;111;2019
535;C362R335;362;335;4503;DEE09;Harz;Sachsen-Anhalt;2019-01-01;2019-12-31;117;2019
536;C472R463;472;463;4504;DED45;Zwickau;Sachsen;2019-01-01;2019-12-31;120;2019
537;C486R713;486;713;4505;DE22C;Dingolfing-Landau;Bayern;2019-01-01;2019-12-31;112;2019
538;C451R677;451;677;4506;DE238;Regensburg, Landkreis;Bayern;2019-01-01;2019-12-31;109;2019
539;C260R308;260;308;4507;DE929;Region Hannover;Niedersachsen;2019-01-01;2019-12-31;117;2019
540;C348R269;348;269;4508;DE914;Gifhorn;Niedersachsen;2019-01-01;2019-12-31;106;2019
541;C100R370;100;370;4509;DEA36;Recklinghausen;Nordrhein-Westfalen;2019-01-01;2019-12-31;114;2019
542;C331R718;331;718;4510;DE277;Dillingen a.d. Donau;Bayern;2019-01-01;2019-12-31;109;2019
543;C389R716;389;716;4511;DE21I;Neuburg-Schrobenhausen;Bayern;2019-01-01;2019-12-31;110;2019
544;C419R762;419;762;4512;DE212;München, Kreisfreie Stadt;Bayern;2019-01-01;2019-12-31;117;2019
545;C386R729;386;729;4513;DE21I;Neuburg-Schrobenhausen;Bayern;2019-01-01;2019-12-31;106;2019
546;C326R269;326;269;4514;DE914;Gifhorn;Niedersachsen;2019-01-01;2019-12-31;122;2019
547;C367R644;367;644;4515;DE25B;Roth;Bayern;2019-01-01;2019-12-31;116;2019
548;C217R84;217;84;4516;DEF05;Dithmarschen;Schleswig-Holstein;2019-01-01;2019-12-31;130;2019
549;C275R789;275;789;4517;DE148;Ravensburg;Baden-Württemberg;2019-01-01;2019-12-31;114;2019
550;C36R388;36;388;4518;DEA1B;Kleve;Nordrhein-Westfalen;2019-01-01;2019-12-31;107;2019
551;C458R87;458;87;4519;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;124;2019
552;C57R473;57;473;4520;DEA27;Rhein-Erft-Kreis;Nordrhein-Westfalen;2019-01-01;2019-12-31;110;2019
553;C119R790;119;790;4521;DE132;Breisgau-Hochschwarzwald;Baden-Württemberg;2019-01-01;2019-12-31;112;2019
554;C378R733;378;733;4522;DE275;Aichach-Friedberg;Bayern;2019-01-01;2019-12-31;109;2019
555;C298R207;298;207;4523;DE933;Harburg;Niedersachsen;2019-01-01;2019-12-31;117;2019
556;C482R451;482;451;4524;DED43;Mittelsachsen;Sachsen;2019-01-01;2019-12-31;124;2019
557;C403R414;403;414;4525;DEE0B;Saalekreis;Sachsen-Anhalt;2019-01-01;2019-12-31;116;2019
558;C395R750;395;750;4526;DE217;Dachau;Bayern;2019-01-01;2019-12-31;112;2019
559;C420R758;420;758;4527;DE21H;München, Landkreis;Bayern;2019-01-01;2019-12-31;109;2019
560;C276R116;276;116;4528;DEF0D;Segeberg;Schleswig-Holstein;2019-01-01;2019-12-31;107;2019
561;C452R229;452;229;4529;DE40D;Ostprignitz-Ruppin;Brandenburg;2019-01-01;2019-12-31;102;2019
562;C314R190;314;190;4530;DE935;Lüneburg, Landkreis;Niedersachsen;2019-01-01;2019-12-31;114;2019
563;C462R679;462;679;4531;DE238;Regensburg, Landkreis;Bayern;2019-01-01;2019-12-31;105;2019
564;C391R776;391;776;4533;DE21L;Starnberg;Bayern;2019-01-01;2019-12-31;110;2019
565;C119R792;119;792;4534;DE132;Breisgau-Hochschwarzwald;Baden-Württemberg;2019-01-01;2019-12-31;112;2019
566;C517R345;517;345;4535;DE40H;Teltow-Fläming;Brandenburg;2019-01-01;2019-12-31;114;2019
567;C178R626;178;626;4536;DEB3I;Rhein-Pfalz-Kreis;Rheinland-Pfalz;2019-01-01;2019-12-31;106;2019
568;C417R124;417;124;4537;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;117;2019
569;C10R450;10;450;4538;DEA29;Heinsberg;Nordrhein-Westfalen;2019-01-01;2019-12-31;96;2019
570;C54R359;54;359;4539;DEA34;Borken;Nordrhein-Westfalen;2019-01-01;2019-12-31;110;2019
571;C308R291;308;291;4540;DE91A;Peine;Niedersachsen;2019-01-01;2019-12-31;119;2019
572;C252R771;252;771;4541;DE146;Biberach;Baden-Württemberg;2019-01-01;2019-12-31;116;2019
573;C395R745;395;745;4542;DE217;Dachau;Bayern;2019-01-01;2019-12-31;112;2019
574;C165R627;165;627;4543;DEB3C;Bad Dürkheim;Rheinland-Pfalz;2019-01-01;2019-12-31;105;2019
575;C165R631;165;631;4544;DEB3C;Bad Dürkheim;Rheinland-Pfalz;2019-01-01;2019-12-31;105;2019
576;C186R629;186;629;4545;DE128;Rhein-Neckar-Kreis;Baden-Württemberg;2019-01-01;2019-12-31;118;2019
577;C462R240;462;240;4546;DE40D;Ostprignitz-Ruppin;Brandenburg;2019-01-01;2019-12-31;115;2019
578;C273R564;273;564;4547;DE26A;Main-Spessart;Bayern;2019-01-01;2019-12-31;104;2019
579;C165R379;165;379;4548;DEA5B;Soest;Nordrhein-Westfalen;2019-01-01;2019-12-31;118;2019
580;C52R419;52;419;4549;DEA1D;Rhein-Kreis Neuss;Nordrhein-Westfalen;2019-01-01;2019-12-31;94;2019
581;C422R751;422;751;4550;DE21H;München, Landkreis;Bayern;2019-01-01;2019-12-31;109;2019
582;C421R572;421;572;4551;DE246;Bayreuth, Landkreis;Bayern;2019-01-01;2019-12-31;118;2019
583;C171R383;171;383;4552;DEA5B;Soest;Nordrhein-Westfalen;2019-01-01;2019-12-31;108;2019
584;C178R269;178;269;4553;DE922;Diepholz;Niedersachsen;2019-01-01;2019-12-31;122;2019
585;C219R535;219;535;4554;DE71E;Wetteraukreis;Hessen;2019-01-01;2019-12-31;102;2019
586;C246R137;246;137;4555;DEF0E;Steinburg;Schleswig-Holstein;2019-01-01;2019-12-31;88;2019
587;C254R276;254;276;4556;DE929;Region Hannover;Niedersachsen;2019-01-01;2019-12-31;113;2019
588;C361R337;361;337;4557;DEE09;Harz;Sachsen-Anhalt;2019-01-01;2019-12-31;118;2019
589;C501R688;501;688;4558;DE224;Deggendorf;Bayern;2019-01-01;2019-12-31;104;2019
590;C528R113;528;113;4559;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;119;2019
591;C330R241;330;241;4560;DE93A;Uelzen;Niedersachsen;2019-01-01;2019-12-31;108;2019
592;C166R631;166;631;4561;DEB3C;Bad Dürkheim;Rheinland-Pfalz;2019-01-01;2019-12-31;105;2019
593;C354R453;354;453;4562;DEG01;Erfurt, Kreisfreie Stadt;Thüringen;2019-01-01;2019-12-31;114;2019
594;C395R113;395;113;4563;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;122;2019
595;C23R452;23;452;4564;DEA26;Düren;Nordrhein-Westfalen;2019-01-01;2019-12-31;116;2019
596;C215R101;215;101;4565;DEF05;Dithmarschen;Schleswig-Holstein;2019-01-01;2019-12-31;104;2019
597;C340R230;340;230;4566;DE93A;Uelzen;Niedersachsen;2019-01-01;2019-12-31;101;2019
598;C299R716;299;716;4567;DE11C;Heidenheim;Baden-Württemberg;2019-01-01;2019-12-31;113;2019
599;C66R281;66;281;4568;DE94B;Grafschaft Bentheim;Niedersachsen;2019-01-01;2019-12-31;104;2019
600;C384R710;384;710;4569;DE21I;Neuburg-Schrobenhausen;Bayern;2019-01-01;2019-12-31;110;2019
601;C115R797;115;797;4570;DE132;Breisgau-Hochschwarzwald;Baden-Württemberg;2019-01-01;2019-12-31;109;2019
602;C56R429;56;429;4571;DEA1D;Rhein-Kreis Neuss;Nordrhein-Westfalen;2019-01-01;2019-12-31;115;2019
603;C100R227;100;227;4572;DE949;Emsland;Niedersachsen;2019-01-01;2019-12-31;99;2019
604;C220R127;220;127;4573;DEF05;Dithmarschen;Schleswig-Holstein;2019-01-01;2019-12-31;112;2019
605;C105R298;105;298;4574;DE949;Emsland;Niedersachsen;2019-01-01;2019-12-31;108;2019
606;C471R458;471;458;4575;DED45;Zwickau;Sachsen;2019-01-01;2019-12-31;128;2019
607;C477R683;477;683;4576;DE223;Straubing, Kreisfreie Stadt;Bayern;2019-01-01;2019-12-31;105;2019
608;C402R267;402;267;4577;DEE0D;Stendal;Sachsen-Anhalt;2019-01-01;2019-12-31;119;2019
609;C220R109;220;109;4578;DEF05;Dithmarschen;Schleswig-Holstein;2019-01-01;2019-12-31;115;2019
610;C40R391;40;391;4579;DEA1B;Kleve;Nordrhein-Westfalen;2019-01-01;2019-12-31;92;2019
611;C286R181;286;181;4580;DE600;Hamburg;Hamburg;2019-01-01;2019-12-31;118;2019
612;C475R685;475;685;4581;DE22B;Straubing-Bogen;Bayern;2019-01-01;2019-12-31;104;2019
613;C423R759;423;759;4582;DE21H;München, Landkreis;Bayern;2019-01-01;2019-12-31;113;2019
614;C147R268;147;268;4583;DE94E;Osnabrück, Landkreis;Niedersachsen;2019-01-01;2019-12-31;125;2019
615;C347R454;347;454;4584;DEG0C;Gotha;Thüringen;2019-01-01;2019-12-31;114;2019
616;C162R655;162;655;4585;DEB3H;Südliche Weinstraße;Rheinland-Pfalz;2019-01-01;2019-12-31;109;2019
617;C34R369;34;369;4586;DEA1B;Kleve;Nordrhein-Westfalen;2019-01-01;2019-12-31;100;2019
618;C499R41;499;41;4587;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;134;2019
619;C302R299;302;299;4588;DE91A;Peine;Niedersachsen;2019-01-01;2019-12-31;97;2019
620;C385R750;385;750;4589;DE217;Dachau;Bayern;2019-01-01;2019-12-31;114;2019
621;C358R720;358;720;4590;DE276;Augsburg, Landkreis;Bayern;2019-01-01;2019-12-31;100;2019
622;C165R331;165;331;4591;DEA42;Gütersloh;Nordrhein-Westfalen;2019-01-01;2019-12-31;115;2019
623;C176R599;176;599;4592;DE715;Bergstraße;Hessen;2019-01-01;2019-12-31;115;2019
624;C45R424;45;424;4593;DEA1D;Rhein-Kreis Neuss;Nordrhein-Westfalen;2019-01-01;2019-12-31;103;2019
625;C216R100;216;100;4594;DEF05;Dithmarschen;Schleswig-Holstein;2019-01-01;2019-12-31;104;2019
626;C209R102;209;102;4595;DEF05;Dithmarschen;Schleswig-Holstein;2019-01-01;2019-12-31;108;2019
627;C176R593;176;593;4596;DEB39;Worms, Kreisfreie Stadt;Rheinland-Pfalz;2019-01-01;2019-12-31;115;2019
628;C246R737;246;737;4597;DE141;Reutlingen;Baden-Württemberg;2019-01-01;2019-12-31;122;2019
629;C388R706;388;706;4598;DE21I;Neuburg-Schrobenhausen;Bayern;2019-01-01;2019-12-31;110;2019
630;C106R237;106;237;4599;DE949;Emsland;Niedersachsen;2019-01-01;2019-12-31;111;2019
631;C101R249;101;249;4600;DE949;Emsland;Niedersachsen;2019-01-01;2019-12-31;110;2019
632;C328R204;328;204;4601;DE935;Lüneburg, Landkreis;Niedersachsen;2019-01-01;2019-12-31;111;2019
633;C381R721;381;721;4602;DE21I;Neuburg-Schrobenhausen;Bayern;2019-01-01;2019-12-31;106;2019
634;C183R256;183;256;4603;DE94F;Vechta;Niedersachsen;2019-01-01;2019-12-31;114;2019
635;C178R659;178;659;4604;DE123;Karlsruhe, Landkreis;Baden-Württemberg;2019-01-01;2019-12-31;108;2019
636;C15R443;15;443;4605;DEA29;Heinsberg;Nordrhein-Westfalen;2019-01-01;2019-12-31;105;2019
637;C90R266;90;266;4606;DE949;Emsland;Niedersachsen;2019-01-01;2019-12-31;116;2019
638;C63R374;63;374;4607;DEA1F;Wesel;Nordrhein-Westfalen;2019-01-01;2019-12-31;110;2019
639;C42R432;42;432;4608;DEA15;Mönchengladbach, Kreisfreie Stadt;Nordrhein-Westfalen;2019-01-01;2019-12-31;120;2019
640;C431R132;431;132;4609;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;132;2019
641;C42R420;42;420;4610;DEA1E;Viersen;Nordrhein-Westfalen;2019-01-01;2019-12-31;112;2019
642;C376R363;376;363;4611;DEE09;Harz;Sachsen-Anhalt;2019-01-01;2019-12-31;116;2019
643;C569R382;569;382;4612;DE40B;Oberspreewald-Lausitz;Brandenburg;2019-01-01;2019-12-31;123;2019
644;C473R679;473;679;4613;DE22B;Straubing-Bogen;Bayern;2019-01-01;2019-12-31;104;2019
645;C256R268;256;268;4614;DE929;Region Hannover;Niedersachsen;2019-01-01;2019-12-31;108;2019
646;C26R454;26;454;4615;DEA26;Düren;Nordrhein-Westfalen;2019-01-01;2019-12-31;116;2019
647;C45R455;45;455;4616;DEA27;Rhein-Erft-Kreis;Nordrhein-Westfalen;2019-01-01;2019-12-31;120;2019
648;C381R474;381;474;4617;DEG0U;Saalfeld-Rudolstadt;Thüringen;2019-01-01;2019-12-31;117;2019
649;C461R670;461;670;4618;DE238;Regensburg, Landkreis;Bayern;2019-01-01;2019-12-31;123;2019
650;C60R451;60;451;4619;DEA27;Rhein-Erft-Kreis;Nordrhein-Westfalen;2019-01-01;2019-12-31;98;2019
651;C30R382;30;382;4620;DEA1B;Kleve;Nordrhein-Westfalen;2019-01-01;2019-12-31;112;2019
652;C287R287;287;287;4621;DE929;Region Hannover;Niedersachsen;2019-01-01;2019-12-31;115;2019
653;C122R231;122;231;4623;DE949;Emsland;Niedersachsen;2019-01-01;2019-12-31;108;2019
654;C243R299;243;299;4624;DE928;Schaumburg;Niedersachsen;2019-01-01;2019-12-31;117;2019
655;C493R707;493;707;4625;DE22C;Dingolfing-Landau;Bayern;2019-01-01;2019-12-31;110;2019
656;C125R268;125;268;4626;DE949;Emsland;Niedersachsen;2019-01-01;2019-12-31;108;2019
657;C24R377;24;377;4627;DEA1B;Kleve;Nordrhein-Westfalen;2019-01-01;2019-12-31;105;2019
658;C306R736;306;736;4628;DE279;Neu-Ulm;Bayern;2019-01-01;2019-12-31;105;2019
659;C403R743;403;743;4629;DE217;Dachau;Bayern;2019-01-01;2019-12-31;118;2019
660;C97R255;97;255;4630;DE949;Emsland;Niedersachsen;2019-01-01;2019-12-31;110;2019
661;C381R704;381;704;4631;DE21I;Neuburg-Schrobenhausen;Bayern;2019-01-01;2019-12-31;110;2019
662;C24R461;24;461;4632;DEA26;Düren;Nordrhein-Westfalen;2019-01-01;2019-12-31;116;2019
663;C408R752;408;752;4633;DE21H;München, Landkreis;Bayern;2019-01-01;2019-12-31;122;2019
664;C29R461;29;461;4634;DEA2D;Städteregion Aachen;Nordrhein-Westfalen;2019-01-01;2019-12-31;93;2019
665;C93R355;93;355;4635;DEA35;Coesfeld;Nordrhein-Westfalen;2019-01-01;2019-12-31;119;2019
666;C104R370;104;370;4636;DEA35;Coesfeld;Nordrhein-Westfalen;2019-01-01;2019-12-31;114;2019
667;C391R333;391;333;4637;DEE07;Börde;Sachsen-Anhalt;2019-01-01;2019-12-31;118;2019
668;C428R129;428;129;4638;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;125;2019
669;C304R191;304;191;4639;DE933;Harburg;Niedersachsen;2019-01-01;2019-12-31;121;2019
670;C521R107;521;107;4640;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;116;2019
671;C318R275;318;275;4641;DE914;Gifhorn;Niedersachsen;2019-01-01;2019-12-31;104;2019
672;C296R296;296;296;4642;DE929;Region Hannover;Niedersachsen;2019-01-01;2019-12-31;97;2019
673;C484R124;484;124;4643;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;128;2019
674;C32R456;32;456;4644;DEA26;Düren;Nordrhein-Westfalen;2019-01-01;2019-12-31;93;2019
675;C522R117;522;117;4645;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;128;2019
676;C584R351;584;351;4646;DE402;Cottbus, Kreisfreie Stadt;Brandenburg;2019-01-01;2019-12-31;116;2019
677;C400R737;400;737;4647;DE217;Dachau;Bayern;2019-01-01;2019-12-31;118;2019
678;C515R107;515;107;4648;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;116;2019
679;C139R277;139;277;4649;DE94E;Osnabrück, Landkreis;Niedersachsen;2019-01-01;2019-12-31;110;2019
680;C127R788;127;788;4650;DE132;Breisgau-Hochschwarzwald;Baden-Württemberg;2019-01-01;2019-12-31;115;2019
681;C409R688;409;688;4651;DE219;Eichstätt;Bayern;2019-01-01;2019-12-31;108;2019
682;C523R110;523;110;4652;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;116;2019
683;C415R123;415;123;4653;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;121;2019
684;C476R685;476;685;4654;DE22B;Straubing-Bogen;Bayern;2019-01-01;2019-12-31;105;2019
685;C204R804;204;804;4655;DE138;Konstanz;Baden-Württemberg;2019-01-01;2019-12-31;104;2019
686;C207R250;207;250;4656;DE922;Diepholz;Niedersachsen;2019-01-01;2019-12-31;120;2019
687;C219R80;219;80;4657;DEF05;Dithmarschen;Schleswig-Holstein;2019-01-01;2019-12-31;130;2019
688;C482R160;482;160;4658;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;120;2019
689;C30R460;30;460;4659;DEA26;Düren;Nordrhein-Westfalen;2019-01-01;2019-12-31;93;2019
690;C481R686;481;686;4660;DE22B;Straubing-Bogen;Bayern;2019-01-01;2019-12-31;105;2019
691;C492R129;492;129;4661;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;115;2019
692;C453R588;453;588;4662;DE237;Neustadt a. d. Waldnaab;Bayern;2019-01-01;2019-12-31;114;2019
693;C389R112;389;112;4663;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;105;2019
694;C26R433;26;433;4664;DEA29;Heinsberg;Nordrhein-Westfalen;2019-01-01;2019-12-31;91;2019
695;C427R439;427;439;4665;DEE08;Burgenlandkreis;Sachsen-Anhalt;2019-01-01;2019-12-31;130;2019
696;C325R718;325;718;4666;DE277;Dillingen a.d. Donau;Bayern;2019-01-01;2019-12-31;104;2019
697;C196R518;196;518;4667;DE71E;Wetteraukreis;Hessen;2019-01-01;2019-12-31;111;2019
698;C363R626;363;626;4668;DE258;Fürth, Landkreis;Bayern;2019-01-01;2019-12-31;123;2019
699;C189R569;189;569;4669;DE716;Darmstadt-Dieburg;Hessen;2019-01-01;2019-12-31;113;2019
700;C183R288;183;288;4670;DEA46;Minden-Lübbecke;Nordrhein-Westfalen;2019-01-01;2019-12-31;108;2019
701;C478R460;478;460;4671;DED45;Zwickau;Sachsen;2019-01-01;2019-12-31;118;2019
702;C23R455;23;455;4672;DEA2D;Städteregion Aachen;Nordrhein-Westfalen;2019-01-01;2019-12-31;116;2019
703;C475R675;475;675;4673;DE22B;Straubing-Bogen;Bayern;2019-01-01;2019-12-31;104;2019
704;C289R247;289;247;4674;DE931;Celle;Niedersachsen;2019-01-01;2019-12-31;106;2019
705;C378R750;378;750;4675;DE217;Dachau;Bayern;2019-01-01;2019-12-31;114;2019
706;C381R709;381;709;4676;DE21I;Neuburg-Schrobenhausen;Bayern;2019-01-01;2019-12-31;110;2019
707;C181R606;181;606;4677;DE715;Bergstraße;Hessen;2019-01-01;2019-12-31;101;2019
708;C225R766;225;766;4678;DE143;Zollernalbkreis;Baden-Württemberg;2019-01-01;2019-12-31;124;2019
709;C349R455;349;455;4679;DEG0C;Gotha;Thüringen;2019-01-01;2019-12-31;114;2019
710;C226R664;226;664;4680;DE118;Heilbronn, Landkreis;Baden-Württemberg;2019-01-01;2019-12-31;102;2019
711;C84R367;84;367;4681;DEA36;Recklinghausen;Nordrhein-Westfalen;2019-01-01;2019-12-31;102;2019
712;C17R435;17;435;4682;DEA29;Heinsberg;Nordrhein-Westfalen;2019-01-01;2019-12-31;105;2019
713;C165R610;165;610;4683;DEB3C;Bad Dürkheim;Rheinland-Pfalz;2019-01-01;2019-12-31;96;2019
714;C286R199;286;199;4684;DE933;Harburg;Niedersachsen;2019-01-01;2019-12-31;115;2019
715;C349R226;349;226;4685;DE934;Lüchow-Dannenberg;Niedersachsen;2019-01-01;2019-12-31;114;2019
716;C101R290;101;290;4686;DE949;Emsland;Niedersachsen;2019-01-01;2019-12-31;108;2019
717;C290R207;290;207;4687;DE933;Harburg;Niedersachsen;2019-01-01;2019-12-31;116;2019
718;C218R80;218;80;4688;DEF07;Nordfriesland;Schleswig-Holstein;2019-01-01;2019-12-31;130;2019
719;C390R766;390;766;4689;DE21C;Fürstenfeldbruck;Bayern;2019-01-01;2019-12-31;114;2019
720;C361R232;361;232;4690;DE934;Lüchow-Dannenberg;Niedersachsen;2019-01-01;2019-12-31;121;2019
721;C57R478;57;478;4691;DEA26;Düren;Nordrhein-Westfalen;2019-01-01;2019-12-31;110;2019
722;C177R633;177;633;4692;DEB38;Speyer, Kreisfreie Stadt;Rheinland-Pfalz;2019-01-01;2019-12-31;106;2019
