projectid;simulationid;vColumn;vRow;vLocationID;vNUTS_ID;vNUTS_NAME;vSTATE_NAME;start_date;end_date;vIDPL;vYear
723;C168R606;168;606;4693;DEB39;Worms, Kreisfreie Stadt;Rheinland-Pfalz;2019-01-01;2019-12-31;100;2019
724;C347R452;347;452;4694;DEG0C;Gotha;Thüringen;2019-01-01;2019-12-31;114;2019
725;C427R764;427;764;4695;DE218;Ebersberg;Bayern;2019-01-01;2019-12-31;113;2019
726;C219R97;219;97;4696;DEF05;Dithmarschen;Schleswig-Holstein;2019-01-01;2019-12-31;104;2019
727;C187R586;187;586;4697;DE716;Darmstadt-Dieburg;Hessen;2019-01-01;2019-12-31;108;2019
728;C425R748;425;748;4698;DE21A;Erding;Bayern;2019-01-01;2019-12-31;122;2019
729;C340R258;340;258;4699;DE914;Gifhorn;Niedersachsen;2019-01-01;2019-12-31;118;2019
730;C34R399;34;399;4700;DEA1B;Kleve;Nordrhein-Westfalen;2019-01-01;2019-12-31;98;2019
731;C217R90;217;90;4701;DEF05;Dithmarschen;Schleswig-Holstein;2019-01-01;2019-12-31;108;2019
732;C355R295;355;295;4702;DE917;Helmstedt;Niedersachsen;2019-01-01;2019-12-31;113;2019
733;C214R97;214;97;4703;DEF05;Dithmarschen;Schleswig-Holstein;2019-01-01;2019-12-31;108;2019
734;C421R119;421;119;4704;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2019-01-01;2019-12-31;117;2019
735;C469R450;469;450;4705;DEG0M;Altenburger Land;Thüringen;2019-01-01;2019-12-31;118;2019
736;C525R346;525;346;4706;DE40H;Teltow-Fläming;Brandenburg;2019-01-01;2019-12-31;110;2019
737;C26R366;26;366;4707;DEA1B;Kleve;Nordrhein-Westfalen;2019-01-01;2019-12-31;94;2019
738;C95R275;95;275;4708;DE949;Emsland;Niedersachsen;2019-01-01;2019-12-31;105;2019
739;C466R615;466;615;4709;DE239;Schwandorf;Bayern;2019-01-01;2019-12-31;117;2019
740;C152R288;152;288;4710;DE94E;Osnabrück, Landkreis;Niedersachsen;2019-01-01;2019-12-31;121;2019
741;C420R488;420;488;4711;DEG0K;Saale-Orla-Kreis;Thüringen;2019-01-01;2019-12-31;119;2019
742;C325R258;325;258;4712;DE914;Gifhorn;Niedersachsen;2019-01-01;2019-12-31;103;2019
743;C266R86;266;86;4713;DEF0B;Rendsburg-Eckernförde;Schleswig-Holstein;2019-01-01;2019-12-31;114;2019
744;C67R446;67;446;4714;DEA27;Rhein-Erft-Kreis;Nordrhein-Westfalen;2019-01-01;2019-12-31;109;2019
745;C388R764;388;764;4715;DE21C;Fürstenfeldbruck;Bayern;2019-01-01;2019-12-31;110;2019
746;C18R466;18;466;4716;DEA2D;Städteregion Aachen;Nordrhein-Westfalen;2019-01-01;2019-12-31;112;2019
747;C275R110;275;110;4717;DEF0B;Rendsburg-Eckernförde;Schleswig-Holstein;2019-01-01;2019-12-31;123;2019
748;C48R404;48;404;4718;DEA14;Krefeld, Kreisfreie Stadt;Nordrhein-Westfalen;2019-01-01;2019-12-31;77;2019
749;C537R439;537;439;4719;DED2F;Sächsische Schweiz-Osterzgebirge;Sachsen;2019-01-01;2019-12-31;112;2019
750;C78R362;78;362;4720;DEA34;Borken;Nordrhein-Westfalen;2019-01-01;2019-12-31;110;2019
751;C124R768;124;768;4721;DE133;Emmendingen;Baden-Württemberg;2019-01-01;2019-12-31;111;2019
752;C385R697;385;697;6251;DE21I;Neuburg-Schrobenhausen;Bayern;2020-01-01;2020-12-31;110;2020
753;C360R642;360;642;6252;DE25B;Roth;Bayern;2020-01-01;2020-12-31;120;2020
754;C142R390;142;390;6253;DEA5B;Soest;Nordrhein-Westfalen;2020-01-01;2020-12-31;108;2020
755;C186R576;186;576;6254;DE716;Darmstadt-Dieburg;Hessen;2020-01-01;2020-12-31;109;2020
756;C215R98;215;98;6255;DEF05;Dithmarschen;Schleswig-Holstein;2020-01-01;2020-12-31;104;2020
757;C362R790;362;790;6256;DE21E;Landsberg am Lech;Bayern;2020-01-01;2020-12-31;120;2020
758;C381R763;381;763;6257;DE21C;Fürstenfeldbruck;Bayern;2020-01-01;2020-12-31;110;2020
759;C153R240;153;240;6258;DE948;Cloppenburg;Niedersachsen;2020-01-01;2020-12-31;115;2020
760;C384R704;384;704;6259;DE21I;Neuburg-Schrobenhausen;Bayern;2020-01-01;2020-12-31;110;2020
761;C96R295;96;295;6260;DE94B;Grafschaft Bentheim;Niedersachsen;2020-01-01;2020-12-31;108;2020
762;C309R279;309;279;6261;DE931;Celle;Niedersachsen;2020-01-01;2020-12-31;105;2020
763;C28R462;28;462;6262;DEA2D;Städteregion Aachen;Nordrhein-Westfalen;2020-01-01;2020-12-31;110;2020
764;C495R131;495;131;6263;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2020-01-01;2020-12-31;115;2020
765;C497R141;497;141;6264;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2020-01-01;2020-12-31;115;2020
766;C400R414;400;414;6265;DEE0B;Saalekreis;Sachsen-Anhalt;2020-01-01;2020-12-31;116;2020
767;C62R330;62;330;6266;DEA34;Borken;Nordrhein-Westfalen;2020-01-01;2020-12-31;112;2020
768;C236R111;236;111;6267;DEF05;Dithmarschen;Schleswig-Holstein;2020-01-01;2020-12-31;111;2020
769;C19R465;19;465;6268;DEA2D;Städteregion Aachen;Nordrhein-Westfalen;2020-01-01;2020-12-31;112;2020
770;C383R325;383;325;6269;DEE07;Börde;Sachsen-Anhalt;2020-01-01;2020-12-31;111;2020
771;C271R265;271;265;6270;DE931;Celle;Niedersachsen;2020-01-01;2020-12-31;101;2020
772;C94R245;94;245;6271;DE949;Emsland;Niedersachsen;2020-01-01;2020-12-31;110;2020
773;C72R419;72;419;6272;DEA1C;Mettmann;Nordrhein-Westfalen;2020-01-01;2020-12-31;115;2020
774;C46R453;46;453;6273;DEA27;Rhein-Erft-Kreis;Nordrhein-Westfalen;2020-01-01;2020-12-31;120;2020
775;C153R517;153;517;6274;DE723;Limburg-Weilburg;Hessen;2020-01-01;2020-12-31;119;2020
776;C385R212;385;212;6276;DE40F;Prignitz;Brandenburg;2020-01-01;2020-12-31;118;2020
777;C211R518;211;518;6277;DE71E;Wetteraukreis;Hessen;2020-01-01;2020-12-31;120;2020
778;C308R222;308;222;6278;DE93A;Uelzen;Niedersachsen;2020-01-01;2020-12-31;114;2020
779;C173R585;173;585;6279;DEB3J;Mainz-Bingen;Rheinland-Pfalz;2020-01-01;2020-12-31;116;2020
780;C167R605;167;605;6280;DEB39;Worms, Kreisfreie Stadt;Rheinland-Pfalz;2020-01-01;2020-12-31;100;2020
781;C342R775;342;775;6281;DE27C;Unterallgäu;Bayern;2020-01-01;2020-12-31;113;2020
782;C103R530;103;530;6282;DEB17;Mayen-Koblenz;Rheinland-Pfalz;2020-01-01;2020-12-31;109;2020
783;C351R437;351;437;6283;DEG0D;Sömmerda;Thüringen;2020-01-01;2020-12-31;114;2020
784;C201R459;201;459;6284;DE724;Marburg-Biedenkopf;Hessen;2020-01-01;2020-12-31;112;2020
785;C360R708;360;708;6285;DE27D;Donau-Ries;Bayern;2020-01-01;2020-12-31;104;2020
786;C336R221;336;221;6286;DE93A;Uelzen;Niedersachsen;2020-01-01;2020-12-31;105;2020
787;C310R222;310;222;6287;DE93A;Uelzen;Niedersachsen;2020-01-01;2020-12-31;102;2020
788;C84R649;84;649;6288;DEC05;Saarpfalz-Kreis;Saarland;2020-01-01;2020-12-31;122;2020
789;C54R459;54;459;6289;DEA27;Rhein-Erft-Kreis;Nordrhein-Westfalen;2020-01-01;2020-12-31;112;2020
790;C342R270;342;270;6290;DE914;Gifhorn;Niedersachsen;2020-01-01;2020-12-31;106;2020
791;C167R624;167;624;6291;DEB3I;Rhein-Pfalz-Kreis;Rheinland-Pfalz;2020-01-01;2020-12-31;97;2020
792;C316R225;316;225;6292;DE93A;Uelzen;Niedersachsen;2020-01-01;2020-12-31;102;2020
793;C323R272;323;272;6293;DE914;Gifhorn;Niedersachsen;2020-01-01;2020-12-31;122;2020
794;C17R457;17;457;6294;DEA29;Heinsberg;Nordrhein-Westfalen;2020-01-01;2020-12-31;103;2020
795;C213R652;213;652;6295;DE118;Heilbronn, Landkreis;Baden-Württemberg;2020-01-01;2020-12-31;115;2020
796;C464R680;464;680;6296;DE238;Regensburg, Landkreis;Bayern;2020-01-01;2020-12-31;105;2020
797;C94R284;94;284;6297;DE94B;Grafschaft Bentheim;Niedersachsen;2020-01-01;2020-12-31;105;2020
798;C286R287;286;287;6298;DE929;Region Hannover;Niedersachsen;2020-01-01;2020-12-31;115;2020
799;C164R384;164;384;6299;DEA5B;Soest;Nordrhein-Westfalen;2020-01-01;2020-12-31;118;2020
800;C25R460;25;460;6300;DEA26;Düren;Nordrhein-Westfalen;2020-01-01;2020-12-31;116;2020
801;C385R195;385;195;6301;DE80O;Ludwigslust-Parchim;Mecklenburg-Vorpommern;2020-01-01;2020-12-31;124;2020
802;C494R685;494;685;6302;DE22B;Straubing-Bogen;Bayern;2020-01-01;2020-12-31;108;2020
803;C169R381;169;381;6303;DEA5B;Soest;Nordrhein-Westfalen;2020-01-01;2020-12-31;118;2020
804;C475R683;475;683;6304;DE223;Straubing, Kreisfreie Stadt;Bayern;2020-01-01;2020-12-31;104;2020
805;C239R33;239;33;6305;DEF0C;Schleswig-Flensburg;Schleswig-Holstein;2020-01-01;2020-12-31;108;2020
806;C416R693;416;693;6306;DE219;Eichstätt;Bayern;2020-01-01;2020-12-31;114;2020
807;C92R292;92;292;6307;DE94B;Grafschaft Bentheim;Niedersachsen;2020-01-01;2020-12-31;105;2020
808;C345R241;345;241;6308;DE934;Lüchow-Dannenberg;Niedersachsen;2020-01-01;2020-12-31;112;2020
809;C168R612;168;612;6309;DEB3I;Rhein-Pfalz-Kreis;Rheinland-Pfalz;2020-01-01;2020-12-31;96;2020
810;C182R606;182;606;6310;DE715;Bergstraße;Hessen;2020-01-01;2020-12-31;101;2020
811;C204R520;204;520;6311;DE71E;Wetteraukreis;Hessen;2020-01-01;2020-12-31;120;2020
812;C470R129;470;129;6312;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2020-01-01;2020-12-31;135;2020
813;C245R813;245;813;6313;DE147;Bodenseekreis;Baden-Württemberg;2020-01-01;2020-12-31;114;2020
814;C289R424;289;424;6314;DE737;Werra-Meißner-Kreis;Hessen;2020-01-01;2020-12-31;110;2020
815;C398R112;398;112;6315;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2020-01-01;2020-12-31;120;2020
816;C50R480;50;480;6316;DEA26;Düren;Nordrhein-Westfalen;2020-01-01;2020-12-31;110;2020
817;C390R353;390;353;6317;DEE0C;Salzlandkreis;Sachsen-Anhalt;2020-01-01;2020-12-31;120;2020
818;C323R204;323;204;6318;DE935;Lüneburg, Landkreis;Niedersachsen;2020-01-01;2020-12-31;109;2020
819;C135R479;135;479;6319;DEB13;Altenkirchen (Westerwald);Rheinland-Pfalz;2020-01-01;2020-12-31;110;2020
820;C428R436;428;436;6320;DEE08;Burgenlandkreis;Sachsen-Anhalt;2020-01-01;2020-12-31;130;2020
821;C473R458;473;458;6321;DED45;Zwickau;Sachsen;2020-01-01;2020-12-31;128;2020
822;C426R768;426;768;6322;DE218;Ebersberg;Bayern;2020-01-01;2020-12-31;111;2020
823;C101R527;101;527;6323;DEB17;Mayen-Koblenz;Rheinland-Pfalz;2020-01-01;2020-12-31;109;2020
824;C513R116;513;116;6324;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2020-01-01;2020-12-31;116;2020
825;C383R237;383;237;6325;DEE04;Altmarkkreis Salzwedel;Sachsen-Anhalt;2020-01-01;2020-12-31;106;2020
826;C493R692;493;692;6326;DE22C;Dingolfing-Landau;Bayern;2020-01-01;2020-12-31;109;2020
827;C302R208;302;208;6327;DE935;Lüneburg, Landkreis;Niedersachsen;2020-01-01;2020-12-31;117;2020
828;C420R758;420;758;6328;DE21H;München, Landkreis;Bayern;2020-01-01;2020-12-31;109;2020
829;C430R214;430;214;6329;DE40F;Prignitz;Brandenburg;2020-01-01;2020-12-31;120;2020
830;C404R759;404;759;6330;DE212;München, Kreisfreie Stadt;Bayern;2020-01-01;2020-12-31;122;2020
831;C356R646;356;646;6331;DE256;Ansbach, Landkreis;Bayern;2020-01-01;2020-12-31;117;2020
832;C559R369;559;369;6332;DE40B;Oberspreewald-Lausitz;Brandenburg;2020-01-01;2020-12-31;118;2020
833;C87R356;87;356;6333;DEA34;Borken;Nordrhein-Westfalen;2020-01-01;2020-12-31;98;2020
834;C211R580;211;580;6334;DE716;Darmstadt-Dieburg;Hessen;2020-01-01;2020-12-31;106;2020
835;C366R759;366;759;6335;DE275;Aichach-Friedberg;Bayern;2020-01-01;2020-12-31;122;2020
836;C474R697;474;697;6336;DE22C;Dingolfing-Landau;Bayern;2020-01-01;2020-12-31;106;2020
837;C168R645;168;645;6337;DEB3E;Germersheim;Rheinland-Pfalz;2020-01-01;2020-12-31;106;2020
838;C425R755;425;755;6338;DE21A;Erding;Bayern;2020-01-01;2020-12-31;122;2020
839;C209R577;209;577;6339;DE716;Darmstadt-Dieburg;Hessen;2020-01-01;2020-12-31;114;2020
840;C128R231;128;231;6340;DE949;Emsland;Niedersachsen;2020-01-01;2020-12-31;108;2020
841;C181R600;181;600;6341;DE715;Bergstraße;Hessen;2020-01-01;2020-12-31;101;2020
842;C197R269;197;269;6342;DE922;Diepholz;Niedersachsen;2020-01-01;2020-12-31;106;2020
843;C119R257;119;257;6343;DE949;Emsland;Niedersachsen;2020-01-01;2020-12-31;104;2020
844;C68R286;68;286;6344;DE94B;Grafschaft Bentheim;Niedersachsen;2020-01-01;2020-12-31;115;2020
845;C435R373;435;373;6345;DEE05;Anhalt-Bitterfeld;Sachsen-Anhalt;2020-01-01;2020-12-31;116;2020
846;C80R378;80;378;6346;DEA36;Recklinghausen;Nordrhein-Westfalen;2020-01-01;2020-12-31;108;2020
847;C135R262;135;262;6347;DE948;Cloppenburg;Niedersachsen;2020-01-01;2020-12-31;115;2020
848;C334R199;334;199;6348;DE935;Lüneburg, Landkreis;Niedersachsen;2020-01-01;2020-12-31;111;2020
849;C444R230;444;230;6349;DE40D;Ostprignitz-Ruppin;Brandenburg;2020-01-01;2020-12-31;102;2020
850;C393R769;393;769;6350;DE21C;Fürstenfeldbruck;Bayern;2020-01-01;2020-12-31;114;2020
851;C357R629;357;629;6351;DE258;Fürth, Landkreis;Bayern;2020-01-01;2020-12-31;120;2020
852;C446R385;446;385;6352;DED53;Nordsachsen;Sachsen;2020-01-01;2020-12-31;119;2020
853;C148R575;148;575;6353;DEB3J;Mainz-Bingen;Rheinland-Pfalz;2020-01-01;2020-12-31;118;2020
854;C69R275;69;275;6354;DE94B;Grafschaft Bentheim;Niedersachsen;2020-01-01;2020-12-31;104;2020
855;C519R457;519;457;6355;DED43;Mittelsachsen;Sachsen;2020-01-01;2020-12-31;122;2020
856;C214R101;214;101;6356;DEF05;Dithmarschen;Schleswig-Holstein;2020-01-01;2020-12-31;104;2020
857;C453R683;453;683;6357;DE238;Regensburg, Landkreis;Bayern;2020-01-01;2020-12-31;114;2020
858;C376R754;376;754;6358;DE21C;Fürstenfeldbruck;Bayern;2020-01-01;2020-12-31;114;2020
859;C459R105;459;105;6359;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2020-01-01;2020-12-31;129;2020
860;C402R236;402;236;6360;DEE0D;Stendal;Sachsen-Anhalt;2020-01-01;2020-12-31;119;2020
861;C375R351;375;351;6361;DEE09;Harz;Sachsen-Anhalt;2020-01-01;2020-12-31;132;2020
862;C101R295;101;295;6362;DE949;Emsland;Niedersachsen;2020-01-01;2020-12-31;108;2020
863;C93R250;93;250;6363;DE949;Emsland;Niedersachsen;2020-01-01;2020-12-31;110;2020
864;C171R616;171;616;6364;DEB31;Frankenthal (Pfalz), Kreisfreie Stadt;Rheinland-Pfalz;2020-01-01;2020-12-31;107;2020
865;C173R551;173;551;6365;DE714;Wiesbaden, Kreisfreie Stadt;Hessen;2020-01-01;2020-12-31;106;2020
866;C306R512;306;512;6366;DE266;Rhön-Grabfeld;Bayern;2020-01-01;2020-12-31;122;2020
867;C470R433;470;433;6367;DED52;Leipzig;Sachsen;2020-01-01;2020-12-31;127;2020
868;C431R762;431;762;6368;DE218;Ebersberg;Bayern;2020-01-01;2020-12-31;113;2020
869;C478R103;478;103;6369;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2020-01-01;2020-12-31;124;2020
870;C427R759;427;759;6370;DE218;Ebersberg;Bayern;2020-01-01;2020-12-31;113;2020
871;C186R640;186;640;6371;DE128;Rhein-Neckar-Kreis;Baden-Württemberg;2020-01-01;2020-12-31;114;2020
872;C108R275;108;275;6372;DE949;Emsland;Niedersachsen;2020-01-01;2020-12-31;113;2020
873;C185R234;185;234;6373;DE94D;Oldenburg, Landkreis;Niedersachsen;2020-01-01;2020-12-31;104;2020
874;C479R684;479;684;6374;DE223;Straubing, Kreisfreie Stadt;Bayern;2020-01-01;2020-12-31;105;2020
875;C431R743;431;743;6375;DE21A;Erding;Bayern;2020-01-01;2020-12-31;99;2020
876;C390R759;390;759;6376;DE21C;Fürstenfeldbruck;Bayern;2020-01-01;2020-12-31;103;2020
877;C48R465;48;465;6377;DEA27;Rhein-Erft-Kreis;Nordrhein-Westfalen;2020-01-01;2020-12-31;91;2020
878;C155R297;155;297;6378;DE94E;Osnabrück, Landkreis;Niedersachsen;2020-01-01;2020-12-31;121;2020
879;C88R270;88;270;6379;DE949;Emsland;Niedersachsen;2020-01-01;2020-12-31;105;2020
880;C264R430;264;430;6380;DE737;Werra-Meißner-Kreis;Hessen;2020-01-01;2020-12-31;108;2020
881;C14R454;14;454;6381;DEA29;Heinsberg;Nordrhein-Westfalen;2020-01-01;2020-12-31;103;2020
882;C99R259;99;259;6382;DE949;Emsland;Niedersachsen;2020-01-01;2020-12-31;110;2020
883;C272R224;272;224;6383;DE938;Heidekreis;Niedersachsen;2020-01-01;2020-12-31;110;2020
884;C489R698;489;698;6384;DE22C;Dingolfing-Landau;Bayern;2020-01-01;2020-12-31;109;2020
885;C167R385;167;385;6385;DEA5B;Soest;Nordrhein-Westfalen;2020-01-01;2020-12-31;107;2020
886;C150R210;150;210;6386;DE946;Ammerland;Niedersachsen;2020-01-01;2020-12-31;128;2020
887;C490R688;490;688;6387;DE22B;Straubing-Bogen;Bayern;2020-01-01;2020-12-31;108;2020
888;C301R293;301;293;6388;DE91A;Peine;Niedersachsen;2020-01-01;2020-12-31;97;2020
889;C87R273;87;273;6389;DE94B;Grafschaft Bentheim;Niedersachsen;2020-01-01;2020-12-31;105;2020
890;C427R476;427;476;6390;DEG0L;Greiz;Thüringen;2020-01-01;2020-12-31;122;2020
891;C363R708;363;708;6391;DE27D;Donau-Ries;Bayern;2020-01-01;2020-12-31;104;2020
892;C525R411;525;411;6392;DED2E;Meißen;Sachsen;2020-01-01;2020-12-31;120;2020
893;C127R305;127;305;6393;DEA37;Steinfurt;Nordrhein-Westfalen;2020-01-01;2020-12-31;120;2020
894;C399R761;399;761;6394;DE212;München, Kreisfreie Stadt;Bayern;2020-01-01;2020-12-31;122;2020
895;C446R683;446;683;6395;DE226;Kelheim;Bayern;2020-01-01;2020-12-31;114;2020
896;C301R297;301;297;6396;DE91A;Peine;Niedersachsen;2020-01-01;2020-12-31;97;2020
897;C163R604;163;604;6397;DEB3B;Alzey-Worms;Rheinland-Pfalz;2020-01-01;2020-12-31;105;2020
898;C145R279;145;279;6398;DE94E;Osnabrück, Landkreis;Niedersachsen;2020-01-01;2020-12-31;124;2020
899;C542R400;542;400;6399;DE407;Elbe-Elster;Brandenburg;2020-01-01;2020-12-31;123;2020
900;C472R117;472;117;6400;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2020-01-01;2020-12-31;122;2020
901;C170R237;170;237;6401;DE94D;Oldenburg, Landkreis;Niedersachsen;2020-01-01;2020-12-31;117;2020
902;C353R451;353;451;6402;DEG01;Erfurt, Kreisfreie Stadt;Thüringen;2020-01-01;2020-12-31;114;2020
903;C470R115;470;115;6403;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2020-01-01;2020-12-31;116;2020
904;C165R613;165;613;6404;DEB3C;Bad Dürkheim;Rheinland-Pfalz;2020-01-01;2020-12-31;96;2020
905;C394R725;394;725;6405;DE21J;Pfaffenhofen a. d. Ilm;Bayern;2020-01-01;2020-12-31;107;2020
906;C50R478;50;478;6406;DEA26;Düren;Nordrhein-Westfalen;2020-01-01;2020-12-31;110;2020
907;C501R694;501;694;6407;DE224;Deggendorf;Bayern;2020-01-01;2020-12-31;112;2020
908;C272R230;272;230;6408;DE938;Heidekreis;Niedersachsen;2020-01-01;2020-12-31;110;2020
909;C259R299;259;299;6409;DE929;Region Hannover;Niedersachsen;2020-01-01;2020-12-31;116;2020
910;C493R441;493;441;6410;DED43;Mittelsachsen;Sachsen;2020-01-01;2020-12-31;127;2020
911;C316R164;316;164;6411;DEF06;Herzogtum Lauenburg;Schleswig-Holstein;2020-01-01;2020-12-31;113;2020
912;C501R683;501;683;6412;DE224;Deggendorf;Bayern;2020-01-01;2020-12-31;104;2020
913;C470R491;470;491;6413;DED45;Zwickau;Sachsen;2020-01-01;2020-12-31;126;2020
914;C423R419;423;419;6414;DEE0B;Saalekreis;Sachsen-Anhalt;2020-01-01;2020-12-31;109;2020
915;C408R255;408;255;6415;DEE0D;Stendal;Sachsen-Anhalt;2020-01-01;2020-12-31;122;2020
916;C486R398;486;398;6416;DED52;Leipzig;Sachsen;2020-01-01;2020-12-31;120;2020
917;C264R126;264;126;6417;DEF0E;Steinburg;Schleswig-Holstein;2020-01-01;2020-12-31;108;2020
918;C50R477;50;477;6418;DEA26;Düren;Nordrhein-Westfalen;2020-01-01;2020-12-31;110;2020
919;C404R354;404;354;6419;DEE0C;Salzlandkreis;Sachsen-Anhalt;2020-01-01;2020-12-31;109;2020
920;C402R369;402;369;6420;DEE0C;Salzlandkreis;Sachsen-Anhalt;2020-01-01;2020-12-31;120;2020
921;C539R376;539;376;6421;DE407;Elbe-Elster;Brandenburg;2020-01-01;2020-12-31;121;2020
922;C515R701;515;701;6422;DE224;Deggendorf;Bayern;2020-01-01;2020-12-31;110;2020
923;C415R492;415;492;6423;DEG0K;Saale-Orla-Kreis;Thüringen;2020-01-01;2020-12-31;112;2020
924;C69R479;69;479;6424;DEA28;Euskirchen;Nordrhein-Westfalen;2020-01-01;2020-12-31;108;2020
925;C507R688;507;688;6425;DE224;Deggendorf;Bayern;2020-01-01;2020-12-31;112;2020
926;C377R354;377;354;6426;DEE09;Harz;Sachsen-Anhalt;2020-01-01;2020-12-31;116;2020
927;C75R364;75;364;6427;DEA34;Borken;Nordrhein-Westfalen;2020-01-01;2020-12-31;110;2020
928;C141R244;141;244;6428;DE948;Cloppenburg;Niedersachsen;2020-01-01;2020-12-31;112;2020
929;C358R727;358;727;6429;DE275;Aichach-Friedberg;Bayern;2020-01-01;2020-12-31;112;2020
930;C221R99;221;99;6431;DEF05;Dithmarschen;Schleswig-Holstein;2020-01-01;2020-12-31;104;2020
931;C294R296;294;296;6432;DE929;Region Hannover;Niedersachsen;2020-01-01;2020-12-31;105;2020
932;C191R646;191;646;6433;DE128;Rhein-Neckar-Kreis;Baden-Württemberg;2020-01-01;2020-12-31;113;2020
933;C326R744;326;744;6434;DE278;Günzburg;Bayern;2020-01-01;2020-12-31;109;2020
934;C72R368;72;368;6436;DEA1F;Wesel;Nordrhein-Westfalen;2020-01-01;2020-12-31;128;2020
935;C376R701;376;701;6437;DE21I;Neuburg-Schrobenhausen;Bayern;2020-01-01;2020-12-31;110;2020
936;C137R151;137;151;6438;DE94H;Wittmund;Niedersachsen;2020-01-01;2020-12-31;117;2020
937;C507R700;507;700;6439;DE224;Deggendorf;Bayern;2020-01-01;2020-12-31;110;2020
938;C73R268;73;268;6440;DE94B;Grafschaft Bentheim;Niedersachsen;2020-01-01;2020-12-31;120;2020
939;C385R706;385;706;6441;DE21I;Neuburg-Schrobenhausen;Bayern;2020-01-01;2020-12-31;110;2020
940;C165R646;165;646;6442;DEB3E;Germersheim;Rheinland-Pfalz;2020-01-01;2020-12-31;106;2020
941;C440R665;440;665;6443;DE238;Regensburg, Landkreis;Bayern;2020-01-01;2020-12-31;107;2020
942;C350R792;350;792;6444;DE27B;Ostallgäu;Bayern;2020-01-01;2020-12-31;114;2020
943;C425R434;425;434;6445;DEE08;Burgenlandkreis;Sachsen-Anhalt;2020-01-01;2020-12-31;118;2020
944;C516R420;516;420;6446;DED2E;Meißen;Sachsen;2020-01-01;2020-12-31;120;2020
945;C271R55;271;55;6447;DEF0B;Rendsburg-Eckernförde;Schleswig-Holstein;2020-01-01;2020-12-31;125;2020
946;C247R334;247;334;6448;DE923;Hameln-Pyrmont;Niedersachsen;2020-01-01;2020-12-31;117;2020
947;C546R365;546;365;6449;DE407;Elbe-Elster;Brandenburg;2020-01-01;2020-12-31;116;2020
948;C182R549;182;549;6450;DE71A;Main-Taunus-Kreis;Hessen;2020-01-01;2020-12-31;115;2020
949;C328R228;328;228;6451;DE93A;Uelzen;Niedersachsen;2020-01-01;2020-12-31;117;2020
950;C420R751;420;751;6452;DE21H;München, Landkreis;Bayern;2020-01-01;2020-12-31;109;2020
951;C219R102;219;102;6453;DEF05;Dithmarschen;Schleswig-Holstein;2020-01-01;2020-12-31;104;2020
952;C374R358;374;358;6454;DEE09;Harz;Sachsen-Anhalt;2020-01-01;2020-12-31;116;2020
953;C136R261;136;261;6455;DE948;Cloppenburg;Niedersachsen;2020-01-01;2020-12-31;112;2020
954;C437R359;437;359;6456;DEE01;Dessau-Roßlau, Kreisfreie Stadt;Sachsen-Anhalt;2020-01-01;2020-12-31;112;2020
955;C69R479;69;479;6457;DEA28;Euskirchen;Nordrhein-Westfalen;2020-01-01;2020-12-31;108;2020
956;C453R112;453;112;6458;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2020-01-01;2020-12-31;118;2020
957;C498R422;498;422;6459;DED43;Mittelsachsen;Sachsen;2020-01-01;2020-12-31;123;2020
958;C216R101;216;101;6460;DEF05;Dithmarschen;Schleswig-Holstein;2020-01-01;2020-12-31;104;2020
959;C392R711;392;711;6461;DE21I;Neuburg-Schrobenhausen;Bayern;2020-01-01;2020-12-31;101;2020
960;C222R88;222;88;6462;DEF05;Dithmarschen;Schleswig-Holstein;2020-01-01;2020-12-31;125;2020
961;C226R321;226;321;6463;DE928;Schaumburg;Niedersachsen;2020-01-01;2020-12-31;112;2020
962;C428R778;428;778;6464;DE218;Ebersberg;Bayern;2020-01-01;2020-12-31;122;2020
963;C212R84;212;84;6465;DEF07;Nordfriesland;Schleswig-Holstein;2020-01-01;2020-12-31;121;2020
964;C500R712;500;712;6466;DE22A;Rottal-Inn;Bayern;2020-01-01;2020-12-31;100;2020
965;C216R116;216;116;6467;DEF05;Dithmarschen;Schleswig-Holstein;2020-01-01;2020-12-31;116;2020
966;C174R664;174;664;6468;DE123;Karlsruhe, Landkreis;Baden-Württemberg;2020-01-01;2020-12-31;115;2020
967;C536R417;536;417;6469;DED2E;Meißen;Sachsen;2020-01-01;2020-12-31;117;2020
968;C389R768;389;768;6470;DE21C;Fürstenfeldbruck;Bayern;2020-01-01;2020-12-31;114;2020
969;C346R206;346;206;6471;DE934;Lüchow-Dannenberg;Niedersachsen;2020-01-01;2020-12-31;122;2020
970;C402R713;402;713;6473;DE21J;Pfaffenhofen a. d. Ilm;Bayern;2020-01-01;2020-12-31;112;2020
