PointID,NUTS_ID,NUTS_NAME,STATE_NAME,Latitude,Longitude,nearest_grid_id,nearest_latitude,nearest_longitude,distance_deg
680,DE937,Rotenburg (Wümme),Niedersachsen,53.378198,8.93012,C347R171,53.379999999999995,8.93,0.0018059911406184913
681,DE937,Rotenburg (Wümme),Niedersachsen,53.344211,9.068833,C361R175,53.339999999999996,9.07,0.004369715093692503
683,DE937,Rotenburg (Wümme),Niedersachsen,53.374795,9.28141,C382R172,53.37,9.280000000000001,0.004998012104828131
684,DE937,Rotenburg (Wümme),Niedersachsen,53.34342,9.422293,C396R175,53.339999999999996,9.42,0.004117553764073672
685,DE939,Stade,Niedersachsen,53.372364,9.555342,C410R172,53.37,9.559999999999999,0.005223548602242766
686,DE933,Harburg,Niedersachsen,53.36661,9.652122,C419R172,53.37,9.65,0.0039993729508477635
689,DE933,Harburg,Niedersachsen,53.356437,10.082221,C462R173,53.36,10.08,0.004198548558728408
690,DE933,Harburg,Niedersachsen,53.362646,10.14716,C469R173,53.36,10.15,0.0038816125515045083
691,DE933,Harburg,Niedersachsen,53.344923,10.269232,C481R175,53.339999999999996,10.27,0.0049825448317148986
692,DE933,Harburg,Niedersachsen,53.368877,10.408066,C495R172,53.37,10.41,0.0022364000089431057
695,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.365111,10.806726,C535R172,53.37,10.81,0.005883994986401115
696,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.337046,10.89521,C544R175,53.339999999999996,10.9,0.005627629696414978
697,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.358078,10.967145,C551R173,53.36,10.969999999999999,0.0034416724132306734
699,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.357328,11.257561,C580R173,53.36,11.26,0.0036177762506791936
702,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.360461,11.580496,C612R173,53.36,11.58,0.0006771536014829435
703,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.336782,11.696516,C624R175,53.339999999999996,11.7,0.004742760799362445
705,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.356128,11.969471,C651R173,53.36,11.969999999999999,0.003907969421580434
708,DE80J,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.355317,12.327963,C687R173,53.36,12.33,0.005106844231029413
709,DE80J,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.339756,12.413018,C695R175,53.339999999999996,12.41,0.0030278474201967313
711,DE80J,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.349517,12.693538,C723R174,53.349999999999994,12.690000000000001,0.003570816853324762
717,DE80J,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.293821,13.407888,C795R180,53.29,13.41,0.004365842988475107
718,DE40I,Uckermark,Brandenburg,53.317607,13.546124,C809R177,53.31999999999999,13.55,0.004555197580781291
720,DE40I,Uckermark,Brandenburg,53.308336,13.772066,C831R178,53.309999999999995,13.77,0.0026527819360056518
721,DE40I,Uckermark,Brandenburg,53.313594,13.916395,C846R178,53.309999999999995,13.920000000000002,0.005090467660251224
722,DE40I,Uckermark,Brandenburg,53.293186,14.028221,C857R180,53.29,14.030000000000001,0.003649032337483415
723,DE80N,Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.281554,14.140821,C868R181,53.279999999999994,14.14,0.0017575428871064328
724,DE80N,Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.314399,14.238667,C878R178,53.309999999999995,14.239999999999998,0.004596530213112292
725,DE40I,Uckermark,Brandenburg,53.283183,14.355508,C890R181,53.279999999999994,14.36,0.0055054112471309815
726,DE94C,Leer,Niedersachsen,53.257267,7.276159,C182R183,53.26,7.28,0.004714082095169637
728,DE94C,Leer,Niedersachsen,53.281795,7.559999,C210R181,53.279999999999994,7.5600000000000005,0.0017950002785599392
731,DE946,Ammerland,Niedersachsen,53.278563,7.893213,C243R181,53.279999999999994,7.8900000000000015,0.0035197070900829103
733,DE946,Ammerland,Niedersachsen,53.290648,8.120162,C266R180,53.29,8.120000000000001,0.0006679431113482113
734,DE94G,Wesermarsch,Niedersachsen,53.292346,8.276968,C282R180,53.29,8.28,0.0038336327419314503
738,DE936,Osterholz,Niedersachsen,53.27244,8.712051,C325R182,53.269999999999996,8.71,0.0031875070196054245
742,DE937,Rotenburg (Wümme),Niedersachsen,53.291531,9.218132,C376R180,53.29,9.22,0.0024152401536906786
745,DE937,Rotenburg (Wümme),Niedersachsen,53.292761,9.571473,C411R180,53.29,9.57,0.0031293529682658873
750,DE933,Harburg,Niedersachsen,53.282967,10.149178,C469R181,53.279999999999994,10.15,0.003078761601688781
751,DE935,"Lüneburg, Landkreis",Niedersachsen,53.31024,10.268572,C481R178,53.309999999999995,10.27,0.0014480276240456346
752,DE935,"Lüneburg, Landkreis",Niedersachsen,53.294518,10.370228,C491R180,53.29,10.370000000000001,0.00452374932992261
753,DE935,"Lüneburg, Landkreis",Niedersachsen,53.282953,10.506904,C505R181,53.279999999999994,10.51,0.004278483960473133
756,DE935,"Lüneburg, Landkreis",Niedersachsen,53.290037,10.889546,C543R180,53.29,10.89,0.0004555052140218496
757,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.305106,11.028296,C557R178,53.309999999999995,11.030000000000001,0.005182166728303783
758,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.293541,11.10918,C565R180,53.29,11.11,0.003634705077442697
760,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.273184,11.396856,C594R182,53.269999999999996,11.4,0.004474661104489722
761,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.272103,11.50033,C604R182,53.269999999999996,11.5,0.0021287341308914628
762,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.289809,11.64421,C618R180,53.29,11.64,0.00421433043317554
763,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.264035,11.746061,C629R183,53.26,11.75,0.005638878079903905
764,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.29576,11.835005,C638R179,53.3,11.84,0.006551917658209417
769,DE80J,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.283074,12.457012,C700R181,53.279999999999994,12.46,0.004286912641987564
781,DE40I,Uckermark,Brandenburg,53.251006,13.910424,C845R184,53.25,13.91,0.0010917014243802983
782,DE40I,Uckermark,Brandenburg,53.238193,14.024679,C856R185,53.239999999999995,14.02,0.005015804023283172
784,DE40I,Uckermark,Brandenburg,53.23596,14.231764,C877R185,53.239999999999995,14.23,0.0044083212224120686
786,DE94C,Leer,Niedersachsen,53.201767,7.254754,C180R189,53.199999999999996,7.26,0.005535594367364685
787,DE94C,Leer,Niedersachsen,53.217774,7.431052,C197R187,53.22,7.43,0.002462068236260382
789,DE94C,Leer,Niedersachsen,53.205622,7.630329,C217R188,53.209999999999994,7.63,0.0043903445195065186
790,DE946,Ammerland,Niedersachsen,53.204863,7.813607,C235R189,53.199999999999996,7.8100000000000005,0.006054685623553849
796,DE936,Osterholz,Niedersachsen,53.238983,8.486166,C303R185,53.239999999999995,8.49,0.003966591105721694
798,DE936,Osterholz,Niedersachsen,53.207823,8.741666,C328R188,53.209999999999994,8.74,0.0027413290572245374
799,DE936,Osterholz,Niedersachsen,53.206766,8.861652,C340R188,53.209999999999994,8.86,0.003631509328082194
800,DE936,Osterholz,Niedersachsen,53.215729,8.998943,C354R187,53.22,9.0,0.0043998511338410075
801,DE937,Rotenburg (Wümme),Niedersachsen,53.224722,9.070851,C361R187,53.22,9.07,0.004798070966545603
804,DE937,Rotenburg (Wümme),Niedersachsen,53.213055,9.445993,C399R188,53.209999999999994,9.45,0.005038757188039302
805,DE937,Rotenburg (Wümme),Niedersachsen,53.200028,9.553901,C409R189,53.199999999999996,9.55,0.003901100485759494
806,DE933,Harburg,Niedersachsen,53.222638,9.729705,C427R187,53.22,9.73,0.0026544432561320494
808,DE933,Harburg,Niedersachsen,53.240301,9.907584,C445R185,53.239999999999995,9.91,0.002434678007459184
809,DE933,Harburg,Niedersachsen,53.205321,10.019041,C456R188,53.209999999999994,10.02,0.004776266533597274
811,DE935,"Lüneburg, Landkreis",Niedersachsen,53.223206,10.327583,C487R187,53.22,10.33,0.004015012453279449
813,DE935,"Lüneburg, Landkreis",Niedersachsen,53.213331,10.5341,C507R188,53.209999999999994,10.530000000000001,0.005282571438230961
814,DE935,"Lüneburg, Landkreis",Niedersachsen,53.218591,10.641018,C518R187,53.22,10.64,0.0017382764452144024
815,DE935,"Lüneburg, Landkreis",Niedersachsen,53.225721,10.806694,C535R186,53.23,10.81,0.00540735397398528
816,DE935,"Lüneburg, Landkreis",Niedersachsen,53.218527,10.8502,C539R187,53.22,10.85,0.0014865157247710096
818,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.214736,11.123394,C566R188,53.209999999999994,11.120000000000001,0.005826571204410641
819,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.197228,11.236357,C578R189,53.199999999999996,11.24,0.004577710453923871
820,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.198135,11.377001,C592R189,53.199999999999996,11.379999999999999,0.0035316038849191904
822,DE40F,Prignitz,Brandenburg,53.208533,11.638773,C618R188,53.209999999999994,11.64,0.001912489999967012
823,DE40F,Prignitz,Brandenburg,53.219927,11.684572,C622R187,53.22,11.68,0.004572582749387505
824,DE40F,Prignitz,Brandenburg,53.193975,11.85853,C640R190,53.19,11.86,0.0042381039392670105
825,DE40F,Prignitz,Brandenburg,53.226298,11.944949,C648R186,53.23,11.940000000000001,0.006180404922006229
826,DE40F,Prignitz,Brandenburg,53.199546,12.078815,C662R189,53.199999999999996,12.08,0.0012689921197536532
827,DE40F,Prignitz,Brandenburg,53.203028,12.201329,C674R189,53.199999999999996,12.2,0.003306814932838889
828,DE40D,Ostprignitz-Ruppin,Brandenburg,53.214792,12.33401,C687R188,53.209999999999994,12.33,0.006248468932472962
829,DE40D,Ostprignitz-Ruppin,Brandenburg,53.2134,12.407754,C695R188,53.209999999999994,12.41,0.004074863924113371
833,DE40D,Ostprignitz-Ruppin,Brandenburg,53.180469,12.897711,C744R191,53.18,12.9,0.0023365534447145346
839,DE40I,Uckermark,Brandenburg,53.164138,13.650818,C819R193,53.16,13.649999999999999,0.004218076338811266
840,DE40I,Uckermark,Brandenburg,53.144452,13.744007,C828R195,53.14,13.739999999999998,0.005989687220549707
841,DE40I,Uckermark,Brandenburg,53.151206,13.840173,C838R194,53.15,13.84,0.0012183451891841657
847,DE94C,Leer,Niedersachsen,53.105834,7.404349,C194R198,53.11,7.4,0.006022404586207907
849,DE948,Cloppenburg,Niedersachsen,53.121102,7.646571,C219R197,53.12,7.65,0.0036017280574761087
853,DE943,"Oldenburg (Oldenburg), Kreisfreie Stadt",Niedersachsen,53.132577,8.156999,C270R196,53.129999999999995,8.16,0.0039556200525338505
855,DE94D,"Oldenburg, Landkreis",Niedersachsen,53.146566,8.349443,C289R194,53.15,8.35,0.003478879848455404
857,DE94G,Wesermarsch,Niedersachsen,53.143884,8.627626,C317R195,53.14,8.629999999999999,0.004552068980144432
858,DE501,"Bremen, Kreisfreie Stadt",Bremen,53.142307,8.709251,C325R195,53.14,8.71,0.0024255411767293567
859,DE501,"Bremen, Kreisfreie Stadt",Bremen,53.141354,8.852943,C339R195,53.14,8.85,0.003239531601944736
860,DE501,"Bremen, Kreisfreie Stadt",Bremen,53.124878,8.944943,C348R197,53.12,8.94,0.006944647795249029
861,DE93B,Verden,Niedersachsen,53.145432,9.12513,C367R194,53.15,9.129999999999999,0.006677089485694898
863,DE937,Rotenburg (Wümme),Niedersachsen,53.147678,9.315364,C386R194,53.15,9.32,0.00518499566055694
864,DE937,Rotenburg (Wümme),Niedersachsen,53.160221,9.486194,C403R193,53.16,9.49,0.003812410916993086
865,DE937,Rotenburg (Wümme),Niedersachsen,53.140976,9.526859,C407R195,53.14,9.530000000000001,0.0032891422894137804
866,DE938,Heidekreis,Niedersachsen,53.141349,9.673137,C421R195,53.14,9.67,0.00341475767807869
868,DE938,Heidekreis,Niedersachsen,53.138296,9.963493,C450R195,53.14,9.96,0.003886472050588379
869,DE933,Harburg,Niedersachsen,53.173276,10.056705,C460R192,53.169999999999995,10.06,0.004646418082787333
870,DE935,"Lüneburg, Landkreis",Niedersachsen,53.138852,10.191083,C473R195,53.14,10.190000000000001,0.0015782246354686905
874,DE935,"Lüneburg, Landkreis",Niedersachsen,53.173126,10.640935,C518R192,53.169999999999995,10.64,0.003262836342824374
879,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.168978,11.228869,C577R192,53.169999999999995,11.23,0.001524350681433036
880,DE80O,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.128415,11.373837,C591R196,53.129999999999995,11.370000000000001,0.00415148094057865
883,DE40F,Prignitz,Brandenburg,53.124052,11.721684,C626R197,53.12,11.719999999999999,0.00438800182315541
884,DE40F,Prignitz,Brandenburg,53.115591,11.817772,C636R197,53.12,11.82,0.004939966092997232
887,DE40F,Prignitz,Brandenburg,53.127406,12.222409,C676R196,53.129999999999995,12.219999999999999,0.0035400730218432637
889,DE40D,Ostprignitz-Ruppin,Brandenburg,53.120979,12.404264,C694R197,53.12,12.4,0.004374944228215336
892,DE40D,Ostprignitz-Ruppin,Brandenburg,53.118594,12.761896,C730R197,53.12,12.76,0.0023604347057246647
896,DE40A,Oberhavel,Brandenburg,53.09058,13.260314,C780R200,53.089999999999996,13.26,0.0006595422655199383
899,DE40I,Uckermark,Brandenburg,53.119291,13.635714,C818R197,53.12,13.64,0.004344246424871021
900,DE40I,Uckermark,Brandenburg,53.06965,13.747586,C829R202,53.06999999999999,13.75,0.0024392408655138603
901,DE40I,Uckermark,Brandenburg,53.09191,13.824011,C836R200,53.089999999999996,13.82,0.004442546679553345
902,DE40I,Uckermark,Brandenburg,53.066247,14.000954,C854R202,53.06999999999999,14.0,0.003872353935266134
903,DE40I,Uckermark,Brandenburg,53.083998,14.08305,C862R201,53.08,14.080000000000002,0.005028568782468009
905,DE40I,Uckermark,Brandenburg,53.056894,14.34702,C881R203,53.059999999999995,14.27,0.07708260268050192
911,DE948,Cloppenburg,Niedersachsen,53.068735,7.892672,C243R202,53.06999999999999,7.8900000000000015,0.002956316796282853
915,DE94D,"Oldenburg, Landkreis",Niedersachsen,53.085327,8.370819,C291R200,53.089999999999996,8.370000000000001,0.004744227018173477
918,DE501,"Bremen, Kreisfreie Stadt",Bremen,53.067613,8.745333,C329R202,53.06999999999999,8.75,0.005242008966031632
922,DE937,Rotenburg (Wümme),Niedersachsen,53.082465,9.193885,C373R201,53.08,9.19,0.004601027059256105
924,DE937,Rotenburg (Wümme),Niedersachsen,53.053779,9.460974,C400R204,53.05,9.46,0.0039025013773233102
938,DE934,Lüchow-Dannenberg,Niedersachsen,53.074762,11.119259,C566R202,53.06999999999999,11.120000000000001,0.004819307522877631
940,DE40F,Prignitz,Brandenburg,53.062216,11.341978,C588R203,53.059999999999995,11.34,0.002970377080442176
942,DE40F,Prignitz,Brandenburg,53.045462,11.607669,C615R204,53.05,11.61,0.005101666884457324
944,DE40F,Prignitz,Brandenburg,53.061524,11.809774,C635R203,53.059999999999995,11.81,0.001540666089719062
945,DE40F,Prignitz,Brandenburg,53.072305,11.950404,C649R202,53.06999999999999,11.95,0.0023401369618107556
946,DE40F,Prignitz,Brandenburg,53.055863,12.03624,C658R203,53.059999999999995,12.04,0.005590381829530064
947,DE40F,Prignitz,Brandenburg,53.055147,12.218953,C676R203,53.059999999999995,12.219999999999999,0.004964656886429092
950,DE40D,Ostprignitz-Ruppin,Brandenburg,53.051135,12.579897,C712R204,53.05,12.58,0.0011396639855725853
954,DE40A,Oberhavel,Brandenburg,53.031941,13.038175,C758R206,53.029999999999994,13.04,0.002664227092428551
955,DE40A,Oberhavel,Brandenburg,53.012803,13.150556,C769R208,53.01,13.15,0.002857611765093385
956,DE40A,Oberhavel,Brandenburg,53.048048,13.300525,C784R204,53.05,13.3,0.0020213681010600214
960,DE405,Barnim,Brandenburg,53.012803,13.708952,C825R208,53.01,13.71,0.0029925094820238
962,DE40I,Uckermark,Brandenburg,53.030035,13.994657,C853R206,53.029999999999994,13.989999999999998,0.004657131520583888
963,DE40I,Uckermark,Brandenburg,52.99301,14.064169,C860R210,52.989999999999995,14.059999999999999,0.005142048327274642
964,DE40I,Uckermark,Brandenburg,53.008285,14.179764,C872R204,53.05,14.18,0.04171566757226473
965,DE949,Emsland,Niedersachsen,52.97752,7.310467,C185R211,52.98,7.31,0.0025235865350712442
966,DE949,Emsland,Niedersachsen,52.990927,7.451523,C199R210,52.989999999999995,7.45,0.0017829352203619718
967,DE949,Emsland,Niedersachsen,52.986377,7.570906,C211R210,52.989999999999995,7.57,0.0037345635621824857
968,DE949,Emsland,Niedersachsen,53.000944,7.679267,C222R209,53.0,7.68,0.0011951673522956519
969,DE948,Cloppenburg,Niedersachsen,52.995074,7.774763,C231R209,53.0,7.77,0.006852127042019924
970,DE948,Cloppenburg,Niedersachsen,52.983847,7.862805,C240R211,52.98,7.859999999999999,0.004761032871132597
971,DE948,Cloppenburg,Niedersachsen,52.997353,8.033557,C257R209,53.0,8.03,0.004433831074818003
972,DE94D,"Oldenburg, Landkreis",Niedersachsen,53.005001,8.175966,C272R208,53.01,8.18,0.006423640478729453
974,DE94D,"Oldenburg, Landkreis",Niedersachsen,52.992068,8.341927,C288R210,52.989999999999995,8.34,0.0028266504913122227
975,DE94D,"Oldenburg, Landkreis",Niedersachsen,53.01358,8.510622,C305R208,53.01,8.51,0.0036336323424358856
979,DE93B,Verden,Niedersachsen,52.984183,8.983785,C352R211,52.98,8.98,0.00564125110237352
981,DE93B,Verden,Niedersachsen,52.991474,9.246248,C379R210,52.989999999999995,9.25,0.004031151200340708
986,DE938,Heidekreis,Niedersachsen,53.009164,9.800652,C434R208,53.01,9.8,0.0010601886624548222
988,DE938,Heidekreis,Niedersachsen,52.999903,10.026656,C457R209,53.0,10.030000000000001,0.003345406552276242
992,DE93A,Uelzen,Niedersachsen,53.000967,10.517937,C506R209,53.0,10.52,0.0022783893433748863
993,DE93A,Uelzen,Niedersachsen,53.011164,10.677361,C522R208,53.01,10.68,0.0028843052889748104
994,DE93A,Uelzen,Niedersachsen,53.013216,10.748723,C529R208,53.01,10.75,0.00346025793836414
995,DE934,Lüchow-Dannenberg,Niedersachsen,52.988115,10.906113,C545R210,52.989999999999995,10.91,0.004319953009001802
997,DE934,Lüchow-Dannenberg,Niedersachsen,53.006787,11.115112,C566R208,53.01,11.120000000000001,0.005849436981452177
999,DE934,Lüchow-Dannenberg,Niedersachsen,53.00772,11.317783,C586R208,53.01,11.32,0.0031801712218047047
1001,DEE0D,Stendal,Sachsen-Anhalt,52.996471,11.60416,C614R209,53.0,11.600000000000001,0.005455221443717263
1002,DE40F,Prignitz,Brandenburg,52.991847,11.72088,C626R210,52.989999999999995,11.719999999999999,0.002045924974191229
1003,DE40F,Prignitz,Brandenburg,52.990054,11.87338,C641R210,52.989999999999995,11.870000000000001,0.0033804313334230294
1005,DE40F,Prignitz,Brandenburg,52.976621,12.040293,C658R211,52.98,12.04,0.003391679524950612
1007,DE40F,Prignitz,Brandenburg,52.981145,12.314214,C685R211,52.98,12.31,0.004366786117958643
1009,DE40D,Ostprignitz-Ruppin,Brandenburg,52.971833,12.582765,C712R212,52.97,12.58,0.0033173956652760724
1010,DE40D,Ostprignitz-Ruppin,Brandenburg,52.990081,12.63899,C718R210,52.989999999999995,12.64,0.0010132428139410152
1014,DE40A,Oberhavel,Brandenburg,52.978049,13.134733,C767R211,52.98,13.129999999999999,0.005119344684626036
1015,DE40A,Oberhavel,Brandenburg,52.969164,13.276849,C782R212,52.97,13.280000000000001,0.0032600148772673337
1016,DE40A,Oberhavel,Brandenburg,52.93896,13.378252,C792R215,52.94,13.379999999999999,0.002033987217262977
1022,DE405,Barnim,Brandenburg,52.927889,14.088369,C863R216,52.93,14.09,0.0026676735182544643
1023,DE949,Emsland,Niedersachsen,52.877435,7.173239,C171R221,52.879999999999995,7.17,0.004131627524352036
1024,DE949,Emsland,Niedersachsen,52.882544,7.308124,C185R221,52.879999999999995,7.31,0.003160903668262489
1025,DE949,Emsland,Niedersachsen,52.910977,7.457497,C200R218,52.91,7.46,0.0026869197978375415
1030,DE948,Cloppenburg,Niedersachsen,52.939342,8.021967,C256R215,52.94,8.02,0.0020741390985163977
1033,DE94D,"Oldenburg, Landkreis",Niedersachsen,52.939559,8.37027,C291R215,52.94,8.370000000000001,0.0005170889671950968
1037,DE922,Diepholz,Niedersachsen,52.915959,8.83307,C337R217,52.919999999999995,8.83,0.005074897141809356
1055,DE934,Lüchow-Dannenberg,Niedersachsen,52.907544,10.989225,C553R218,52.91,10.99,0.0025753758948894047
1059,DEE04,Altmarkkreis Salzwedel,Sachsen-Anhalt,52.906822,11.441689,C598R218,52.91,11.440000000000001,0.003598944984295527
1060,DEE0D,Stendal,Sachsen-Anhalt,52.93627,11.617913,C616R215,52.94,11.620000000000001,0.004274162958988059
1061,DEE0D,Stendal,Sachsen-Anhalt,52.930881,11.722706,C626R216,52.93,11.719999999999999,0.0028458034015034117
1062,DEE0D,Stendal,Sachsen-Anhalt,52.907198,11.790983,C633R218,52.91,11.79,0.0029694263755779366
1063,DE40F,Prignitz,Brandenburg,52.941183,11.948496,C649R215,52.94,11.95,0.0019135059445968246
1064,DE40F,Prignitz,Brandenburg,52.921978,12.063361,C660R217,52.919999999999995,12.06,0.0038998467918666094
1065,DE40F,Prignitz,Brandenburg,52.911219,12.166327,C671R218,52.91,12.17,0.003869998708011227
1066,DE40D,Ostprignitz-Ruppin,Brandenburg,52.918252,12.281351,C682R217,52.919999999999995,12.280000000000001,0.0022092317669206688
1067,DE40D,Ostprignitz-Ruppin,Brandenburg,52.900923,12.458304,C700R219,52.9,12.46,0.0019308922807870883
1068,DE40D,Ostprignitz-Ruppin,Brandenburg,52.925942,12.572855,C711R216,52.93,12.57,0.004961692150870116
1069,DE40D,Ostprignitz-Ruppin,Brandenburg,52.899621,12.634968,C717R219,52.9,12.629999999999999,0.0049824356493599255
1070,DE40D,Ostprignitz-Ruppin,Brandenburg,52.893142,12.751013,C729R220,52.89,12.75,0.0033012623343171453
1071,DE40D,Ostprignitz-Ruppin,Brandenburg,52.897318,12.925822,C747R219,52.9,12.93,0.004964756590206292
1072,DE40A,Oberhavel,Brandenburg,52.891237,13.049662,C759R220,52.89,13.05,0.0012823466769915268
1073,DE40A,Oberhavel,Brandenburg,52.89036,13.105408,C765R220,52.89,13.11,0.004606089881883502
1074,DE40A,Oberhavel,Brandenburg,52.873237,13.260314,C780R222,52.87,13.26,0.0032521938749153047
1075,DE40A,Oberhavel,Brandenburg,52.909806,13.397322,C794R218,52.91,13.4,0.0026850176908159887
1076,DE40A,Oberhavel,Brandenburg,52.871673,13.457532,C800R222,52.87,13.46,0.0029816024215200995
1078,DE405,Barnim,Brandenburg,52.883381,13.691872,C823R221,52.879999999999995,13.690000000000001,0.0038646532832876395
1080,DE405,Barnim,Brandenburg,52.883547,13.984084,C852R221,52.879999999999995,13.98,0.00540927582953796
1081,DE409,Märkisch-Oderland,Brandenburg,52.857733,14.104011,C864R223,52.86,14.100000000000001,0.0046073213475912875
1082,DE949,Emsland,Niedersachsen,52.837077,7.177958,C172R225,52.839999999999996,7.18,0.0035656265928966503
1086,DE949,Emsland,Niedersachsen,52.834776,7.66224,C220R226,52.83,7.66,0.00527520388231535
1090,DE948,Cloppenburg,Niedersachsen,52.85229,8.185162,C273R224,52.849999999999994,8.19,0.005352601610435526
1091,DE94F,Vechta,Niedersachsen,52.835751,8.272234,C281R225,52.839999999999996,8.27,0.004800495495253662
1092,DE94F,Vechta,Niedersachsen,52.836237,8.396675,C294R225,52.839999999999996,8.4,0.005021533032849263
1096,DE922,Diepholz,Niedersachsen,52.857788,8.847047,C339R223,52.86,8.85,0.0036896006558974704
1101,DE938,Heidekreis,Niedersachsen,52.847757,9.42228,C396R224,52.849999999999994,9.42,0.0031983509813607717
1102,DE938,Heidekreis,Niedersachsen,52.859158,9.612435,C415R223,52.86,9.61,0.0025764683192305475
1106,DE931,Celle,Niedersachsen,52.855916,10.031866,C457R223,52.86,10.030000000000001,0.0044901015578703365
1113,DE934,Lüchow-Dannenberg,Niedersachsen,52.87047,10.841199,C538R222,52.87,10.84,0.0012878280164677735
1115,DEE04,Altmarkkreis Salzwedel,Sachsen-Anhalt,52.851312,11.115204,C566R224,52.849999999999994,11.120000000000001,0.004972218820609336
1118,DEE04,Altmarkkreis Salzwedel,Sachsen-Anhalt,52.868753,11.505425,C605R222,52.87,11.51,0.00474190193909471
1119,DEE04,Altmarkkreis Salzwedel,Sachsen-Anhalt,52.86684,11.576145,C612R222,52.87,11.58,0.004984638903667975
1121,DEE0D,Stendal,Sachsen-Anhalt,52.856316,11.846795,C639R223,52.86,11.850000000000001,0.0048830196600061345
1122,DEE0D,Stendal,Sachsen-Anhalt,52.846904,11.975979,C652R224,52.849999999999994,11.98,0.005074806104665521
1123,DEE0D,Stendal,Sachsen-Anhalt,52.846462,12.062615,C660R224,52.849999999999994,12.06,0.0043995078133736015
1125,DE40D,Ostprignitz-Ruppin,Brandenburg,52.856678,12.270248,C681R223,52.86,12.27,0.0033312442119997126
1127,DE40D,Ostprignitz-Ruppin,Brandenburg,52.828084,12.510116,C705R226,52.83,12.51,0.0019195082703664676
1128,DE40D,Ostprignitz-Ruppin,Brandenburg,52.84017,12.637757,C718R225,52.839999999999996,12.64,0.002249433039679424
1129,DE40D,Ostprignitz-Ruppin,Brandenburg,52.812271,12.75275,C729R228,52.809999999999995,12.75,0.003566502628631825
1133,DE40A,Oberhavel,Brandenburg,52.80009,13.261189,C780R229,52.8,13.26,0.0011924013586038385
1140,DE409,Märkisch-Oderland,Brandenburg,52.780787,14.049872,C859R231,52.779999999999994,14.05,0.0007973412067640953
1141,DE409,Märkisch-Oderland,Brandenburg,52.776152,14.234008,C877R232,52.769999999999996,14.23,0.007342422488530645
1142,DE949,Emsland,Niedersachsen,52.771172,7.087263,C168R232,52.769999999999996,7.14,0.05275002135544559
1143,DE949,Emsland,Niedersachsen,52.744438,7.2044,C174R235,52.739999999999995,7.2,0.00624946749732025
1145,DE949,Emsland,Niedersachsen,52.786627,7.422627,C196R230,52.79,7.42,0.004275307942122649
1147,DE949,Emsland,Niedersachsen,52.775846,7.654551,C219R231,52.779999999999994,7.65,0.006161762491360141
1150,DE948,Cloppenburg,Niedersachsen,52.76327,8.025242,C257R233,52.76,8.03,0.005773340800610459
1151,DE94F,Vechta,Niedersachsen,52.768907,8.11777,C266R232,52.769999999999996,8.120000000000001,0.0024834550529449803
1155,DE922,Diepholz,Niedersachsen,52.778724,8.581814,C312R231,52.779999999999994,8.58,0.002217830471427223
1157,DE922,Diepholz,Niedersachsen,52.786375,8.831477,C337R230,52.79,8.83,0.003914352309130496
1158,DE922,Diepholz,Niedersachsen,52.766285,8.991466,C353R232,52.769999999999996,8.99,0.003993792808840584
1160,DE927,Nienburg (Weser),Niedersachsen,52.787729,9.239228,C378R230,52.79,9.24,0.002398629817208342
1162,DE938,Heidekreis,Niedersachsen,52.809211,9.461971,C400R228,52.809999999999995,9.46,0.002123054874465846
1163,DE938,Heidekreis,Niedersachsen,52.789302,9.60317,C414R230,52.79,9.6,0.0032459365366569906
1167,DE931,Celle,Niedersachsen,52.794684,10.041083,C458R230,52.79,10.04,0.00480757163232947
1169,DE931,Celle,Niedersachsen,52.801079,10.281614,C482R229,52.8,10.280000000000001,0.0019414522914569642
