projectid;simulationid;vColumn;vRow;vLocationID;vNUTS_ID;vNUTS_NAME;vSTATE_NAME;start_date;end_date;vIDPL
263;C317R227;317;227;267;DE93A;Uelzen;Niedersachsen;2016-01-01;2017-12-31;287
264;C263R316;263;316;268;DE929;Region Hannover;Niedersachsen;2016-01-01;2017-12-31;268
265;C566R439;566;439;269;DED2F;Sächsische Schweiz-Osterzgebirge;Sachsen;2016-01-01;2017-12-31;276
266;C284R113;284;113;270;DEF04;Neumünster, Kreisfreie Stadt;Schleswig-Holstein;2016-01-01;2017-12-31;267
267;C154R509;154;509;271;DE723;Limburg-Weilburg;Hessen;2016-01-01;2017-12-31;280
268;C428R279;428;279;272;DEE06;Jerichower Land;Sachsen-Anhalt;2016-01-01;2017-12-31;268
269;C286R107;286;107;273;DEF0A;Plön;Schleswig-Holstein;2016-01-01;2017-12-31;264
270;C258R57;258;57;274;DEF0C;Schleswig-Flensburg;Schleswig-Holstein;2016-01-01;2017-12-31;281
271;C278R392;278;392;275;DE91C;Göttingen;Niedersachsen;2016-01-01;2017-12-31;258
272;C105R405;105;405;276;DEA56;Ennepe-Ruhr-Kreis;Nordrhein-Westfalen;2016-01-01;2017-12-31;280
273;C375R351;375;351;277;DEE09;Harz;Sachsen-Anhalt;2016-01-01;2017-12-31;268
274;C497R36;497;36;278;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2016-01-01;2017-12-31;277
275;C296R348;296;348;279;DE916;Goslar;Niedersachsen;2016-01-01;2017-12-31;278
276;C363R495;363;495;281;DEG0T;Ilm-Kreis;Thüringen;2016-01-01;2017-12-31;287
277;C214R36;214;36;282;DEF07;Nordfriesland;Schleswig-Holstein;2016-01-01;2017-12-31;269
278;C279R39;279;39;283;DEF0C;Schleswig-Flensburg;Schleswig-Holstein;2016-01-01;2017-12-31;262
279;C252R265;252;265;284;DE927;Nienburg (Weser);Niedersachsen;2016-01-01;2017-12-31;270
280;C416R483;416;483;285;DEG0K;Saale-Orla-Kreis;Thüringen;2016-01-01;2017-12-31;270
281;C542R275;542;275;286;DE409;Märkisch-Oderland;Brandenburg;2016-01-01;2017-12-31;273
282;C258R132;258;132;287;DEF0E;Steinburg;Schleswig-Holstein;2016-01-01;2017-12-31;270
283;C505R438;505;438;288;DED43;Mittelsachsen;Sachsen;2016-01-01;2017-12-31;272
284;C294R73;294;73;289;DEF02;Kiel, Kreisfreie Stadt;Schleswig-Holstein;2016-01-01;2017-12-31;266
285;C283R360;283;360;290;DE918;Northeim;Niedersachsen;2016-01-01;2017-12-31;278
286;C228R137;228;137;291;DE939;Stade;Niedersachsen;2016-01-01;2017-12-31;281
287;C538R413;538;413;292;DED2E;Meißen;Sachsen;2016-01-01;2017-12-31;293
288;C498R414;498;414;293;DED53;Nordsachsen;Sachsen;2016-01-01;2017-12-31;273
289;C246R805;246;805;294;DE147;Bodenseekreis;Baden-Württemberg;2016-01-01;2017-12-31;284
290;C427R473;427;473;1750;DEG0L;Greiz;Thüringen;2017-01-01;2018-12-31;287
291;C465R740;465;740;1751;DE227;Landshut, Landkreis;Bayern;2017-01-01;2018-12-31;275
292;C381R725;381;725;1752;DE275;Aichach-Friedberg;Bayern;2017-01-01;2018-12-31;287
293;C302R573;302;573;1753;DE26C;Würzburg, Landkreis;Bayern;2017-01-01;2018-12-31;272
294;C536R432;536;432;1754;DED2E;Meißen;Sachsen;2017-01-01;2018-12-31;288
295;C279R613;279;613;1755;DE11B;Main-Tauber-Kreis;Baden-Württemberg;2017-01-01;2018-12-31;270
296;C296R135;296;135;1756;DEF0D;Segeberg;Schleswig-Holstein;2017-01-01;2018-12-31;269
297;C496R768;496;768;1757;DE21M;Traunstein;Bayern;2017-01-01;2018-12-31;279
298;C335R560;335;560;1758;DE267;Haßberge;Bayern;2017-01-01;2018-12-31;273
299;C204R800;204;800;1759;DE138;Konstanz;Baden-Württemberg;2017-01-01;2018-12-31;282
300;C563R177;563;177;1760;DE40I;Uckermark;Brandenburg;2017-01-01;2018-12-31;261
301;C466R754;466;754;1761;DE21G;Mühldorf a. Inn;Bayern;2017-01-01;2018-12-31;279
302;C386R330;386;330;1762;DEE07;Börde;Sachsen-Anhalt;2017-01-01;2018-12-31;283
303;C349R83;349;83;1763;DEF08;Ostholstein;Schleswig-Holstein;2017-01-01;2018-12-31;276
304;C430R277;430;277;1764;DEE06;Jerichower Land;Sachsen-Anhalt;2017-01-01;2018-12-31;272
305;C448R471;448;471;1765;DEG0L;Greiz;Thüringen;2017-01-01;2018-12-31;277
306;C405R239;405;239;1766;DEE0D;Stendal;Sachsen-Anhalt;2017-01-01;2018-12-31;268
307;C310R116;310;116;1767;DEF0D;Segeberg;Schleswig-Holstein;2017-01-01;2018-12-31;268
308;C198R314;198;314;1768;DEA43;Herford;Nordrhein-Westfalen;2017-01-01;2018-12-31;287
309;C483R78;483;78;1769;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;262
310;C267R385;267;385;1770;DE918;Northeim;Niedersachsen;2017-01-01;2018-12-31;273
311;C495R336;495;336;1771;DE40H;Teltow-Fläming;Brandenburg;2017-01-01;2018-12-31;273
312;C534R131;534;131;1772;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;259
313;C375R457;375;457;1773;DEG0G;Weimarer Land;Thüringen;2017-01-01;2018-12-31;282
314;C101R351;101;351;1774;DEA35;Coesfeld;Nordrhein-Westfalen;2017-01-01;2018-12-31;286
315;C286R317;286;317;1775;DE925;Hildesheim;Niedersachsen;2017-01-01;2018-12-31;288
316;C418R245;418;245;1776;DEE0D;Stendal;Sachsen-Anhalt;2017-01-01;2018-12-31;288
317;C247R650;247;650;1777;DE118;Heilbronn, Landkreis;Baden-Württemberg;2017-01-01;2018-12-31;287
318;C230R356;230;356;1778;DEA44;Höxter;Nordrhein-Westfalen;2017-01-01;2018-12-31;299
319;C195R463;195;463;1779;DE724;Marburg-Biedenkopf;Hessen;2017-01-01;2018-12-31;284
320;C307R159;307;159;1780;DEF0F;Stormarn;Schleswig-Holstein;2017-01-01;2018-12-31;275
321;C419R483;419;483;1781;DEG0K;Saale-Orla-Kreis;Thüringen;2017-01-01;2018-12-31;287
322;C255R617;255;617;1782;DE127;Neckar-Odenwald-Kreis;Baden-Württemberg;2017-01-01;2018-12-31;275
323;C323R223;323;223;1783;DE93A;Uelzen;Niedersachsen;2017-01-01;2018-12-31;263
324;C346R454;346;454;1784;DEG0C;Gotha;Thüringen;2017-01-01;2018-12-31;269
325;C346R233;346;233;1785;DE934;Lüchow-Dannenberg;Niedersachsen;2017-01-01;2018-12-31;296
326;C202R640;202;640;1786;DE128;Rhein-Neckar-Kreis;Baden-Württemberg;2017-01-01;2018-12-31;286
327;C237R763;237;763;1787;DE149;Sigmaringen;Baden-Württemberg;2017-01-01;2018-12-31;278
328;C486R122;486;122;1788;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;254
329;C584R392;584;392;1789;DED2C;Bautzen;Sachsen;2017-01-01;2018-12-31;284
330;C53R485;53;485;1790;DEA28;Euskirchen;Nordrhein-Westfalen;2017-01-01;2018-12-31;287
331;C520R714;520;714;1791;DE228;Passau, Landkreis;Bayern;2017-01-01;2018-12-31;285
332;C469R150;469;150;1792;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;254
333;C545R189;545;189;1793;DE40I;Uckermark;Brandenburg;2017-01-01;2018-12-31;261
334;C289R300;289;300;1794;DE929;Region Hannover;Niedersachsen;2017-01-01;2018-12-31;288
335;C313R550;313;550;1795;DE26B;Schweinfurt, Landkreis;Bayern;2017-01-01;2018-12-31;268
336;C271R195;271;195;1796;DE933;Harburg;Niedersachsen;2017-01-01;2018-12-31;291
337;C266R275;266;275;1797;DE929;Region Hannover;Niedersachsen;2017-01-01;2018-12-31;313
338;C469R672;469;672;1798;DE238;Regensburg, Landkreis;Bayern;2017-01-01;2018-12-31;280
339;C422R690;422;690;1799;DE226;Kelheim;Bayern;2017-01-01;2018-12-31;285
340;C414R304;414;304;1800;DEE06;Jerichower Land;Sachsen-Anhalt;2017-01-01;2018-12-31;282
341;C407R342;407;342;1801;DEE0C;Salzlandkreis;Sachsen-Anhalt;2017-01-01;2018-12-31;261
342;C169R367;169;367;1802;DEA38;Warendorf;Nordrhein-Westfalen;2017-01-01;2018-12-31;266
343;C110R549;110;549;1803;DEB1D;Rhein-Hunsrück-Kreis;Rheinland-Pfalz;2017-01-01;2018-12-31;280
344;C555R238;555;238;1804;DE409;Märkisch-Oderland;Brandenburg;2017-01-01;2018-12-31;277
345;C438R715;438;715;1805;DE227;Landshut, Landkreis;Bayern;2017-01-01;2018-12-31;282
346;C391R372;391;372;1806;DEE0A;Mansfeld-Südharz;Sachsen-Anhalt;2017-01-01;2018-12-31;266
347;C211R730;211;730;1807;DE142;Tübingen, Landkreis;Baden-Württemberg;2017-01-01;2018-12-31;272
348;C261R773;261;773;1808;DE146;Biberach;Baden-Württemberg;2017-01-01;2018-12-31;286
349;C415R690;415;690;1809;DE219;Eichstätt;Bayern;2017-01-01;2018-12-31;285
350;C356R326;356;326;1810;DEE07;Börde;Sachsen-Anhalt;2017-01-01;2018-12-31;265
351;C141R231;141;231;1811;DE948;Cloppenburg;Niedersachsen;2017-01-01;2018-12-31;289
352;C103R536;103;536;1812;DEB17;Mayen-Koblenz;Rheinland-Pfalz;2017-01-01;2018-12-31;286
353;C462R778;462;778;1813;DE21K;Rosenheim, Landkreis;Bayern;2017-01-01;2018-12-31;287
354;C351R425;351;425;1814;DEG0A;Kyffhäuserkreis;Thüringen;2017-01-01;2018-12-31;268
355;C440R124;440;124;1815;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;254
356;C525R177;525;177;1816;DE40I;Uckermark;Brandenburg;2017-01-01;2018-12-31;255
357;C396R394;396;394;1817;DEE0A;Mansfeld-Südharz;Sachsen-Anhalt;2017-01-01;2018-12-31;262
358;C264R464;264;464;1818;DE733;Hersfeld-Rotenburg;Hessen;2017-01-01;2018-12-31;268
359;C229R455;229;455;1819;DE735;Schwalm-Eder-Kreis;Hessen;2017-01-01;2018-12-31;272
360;C446R420;446;420;1820;DED52;Leipzig;Sachsen;2017-01-01;2018-12-31;263
361;C393R775;393;775;1821;DE21L;Starnberg;Bayern;2017-01-01;2018-12-31;286
362;C163R511;163;511;1822;DE723;Limburg-Weilburg;Hessen;2017-01-01;2018-12-31;280
363;C176R753;176;753;1823;DE135;Rottweil;Baden-Württemberg;2017-01-01;2018-12-31;273
364;C412R154;412;154;1824;DE80O;Ludwigslust-Parchim;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;272
365;C241R526;241;526;1825;DE719;Main-Kinzig-Kreis;Hessen;2017-01-01;2018-12-31;286
366;C213R120;213;120;1826;DEF05;Dithmarschen;Schleswig-Holstein;2017-01-01;2018-12-31;270
367;C408R237;408;237;1827;DEE0D;Stendal;Sachsen-Anhalt;2017-01-01;2018-12-31;268
368;C320R184;320;184;1828;DEF06;Herzogtum Lauenburg;Schleswig-Holstein;2017-01-01;2018-12-31;272
369;C94R654;94;654;1829;DEC05;Saarpfalz-Kreis;Saarland;2017-01-01;2018-12-31;275
370;C477R247;477;247;1830;DE40D;Ostprignitz-Ruppin;Brandenburg;2017-01-01;2018-12-31;289
371;C354R751;354;751;1831;DE276;Augsburg, Landkreis;Bayern;2017-01-01;2018-12-31;286
372;C319R151;319;151;1832;DEF06;Herzogtum Lauenburg;Schleswig-Holstein;2017-01-01;2018-12-31;275
373;C355R315;355;315;1833;DE917;Helmstedt;Niedersachsen;2017-01-01;2018-12-31;274
374;C35R607;35;607;1834;DEB25;Trier-Saarburg;Rheinland-Pfalz;2017-01-01;2018-12-31;286
375;C509R132;509;132;1835;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;270
376;C284R359;284;359;1836;DE918;Northeim;Niedersachsen;2017-01-01;2018-12-31;290
377;C386R364;386;364;1837;DEE0C;Salzlandkreis;Sachsen-Anhalt;2017-01-01;2018-12-31;266
378;C231R292;231;292;1838;DE927;Nienburg (Weser);Niedersachsen;2017-01-01;2018-12-31;287
379;C158R564;158;564;1839;DEB35;Mainz, Kreisfreie Stadt;Rheinland-Pfalz;2017-01-01;2018-12-31;293
380;C260R774;260;774;1840;DE146;Biberach;Baden-Württemberg;2017-01-01;2018-12-31;286
381;C331R521;331;521;1841;DEG0E;Hildburghausen;Thüringen;2017-01-01;2018-12-31;283
382;C365R697;365;697;1842;DE21I;Neuburg-Schrobenhausen;Bayern;2017-01-01;2018-12-31;287
383;C285R602;285;602;1843;DE26C;Würzburg, Landkreis;Bayern;2017-01-01;2018-12-31;285
384;C468R569;468;569;1844;DE23A;Tirschenreuth;Bayern;2017-01-01;2018-12-31;282
385;C392R630;392;630;1845;DE259;Nürnberger Land;Bayern;2017-01-01;2018-12-31;289
386;C555R171;555;171;1846;DE40I;Uckermark;Brandenburg;2017-01-01;2018-12-31;274
387;C538R251;538;251;1847;DE405;Barnim;Brandenburg;2017-01-01;2018-12-31;277
388;C166R280;166;280;1848;DE94F;Vechta;Niedersachsen;2017-01-01;2018-12-31;298
389;C252R338;252;338;1849;DE923;Hameln-Pyrmont;Niedersachsen;2017-01-01;2018-12-31;273
390;C241R412;241;412;1850;DE734;Kassel, Landkreis;Hessen;2017-01-01;2018-12-31;272
391;C253R135;253;135;1851;DEF0E;Steinburg;Schleswig-Holstein;2017-01-01;2018-12-31;274
392;C465R394;465;394;1852;DED53;Nordsachsen;Sachsen;2017-01-01;2018-12-31;257
393;C348R339;348;339;1853;DEE09;Harz;Sachsen-Anhalt;2017-01-01;2018-12-31;256
394;C303R151;303;151;1854;DEF0F;Stormarn;Schleswig-Holstein;2017-01-01;2018-12-31;259
395;C132R244;132;244;1855;DE949;Emsland;Niedersachsen;2017-01-01;2018-12-31;289
396;C304R622;304;622;1856;DE256;Ansbach, Landkreis;Bayern;2017-01-01;2018-12-31;274
397;C516R428;516;428;1857;DED43;Mittelsachsen;Sachsen;2017-01-01;2018-12-31;261
398;C327R338;327;338;1858;DE91B;Wolfenbüttel;Niedersachsen;2017-01-01;2018-12-31;256
399;C123R494;123;494;1859;DEB18;Neuwied;Rheinland-Pfalz;2017-01-01;2018-12-31;293
400;C428R112;428;112;1860;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;272
401;C362R333;362;333;1861;DEE07;Börde;Sachsen-Anhalt;2017-01-01;2018-12-31;265
402;C138R304;138;304;1862;DEA37;Steinfurt;Nordrhein-Westfalen;2017-01-01;2018-12-31;274
403;C488R700;488;700;1863;DE22C;Dingolfing-Landau;Bayern;2017-01-01;2018-12-31;289
404;C503R779;503;779;1864;DE21M;Traunstein;Bayern;2017-01-01;2018-12-31;279
405;C291R619;291;619;1865;DE26C;Würzburg, Landkreis;Bayern;2017-01-01;2018-12-31;285
406;C431R102;431;102;1866;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;290
407;C299R201;299;201;1867;DE933;Harburg;Niedersachsen;2017-01-01;2018-12-31;291
408;C283R318;283;318;1869;DE925;Hildesheim;Niedersachsen;2017-01-01;2018-12-31;288
409;C220R230;220;230;1870;DE93B;Verden;Niedersachsen;2017-01-01;2018-12-31;288
410;C177R604;177;604;1871;DE715;Bergstraße;Hessen;2017-01-01;2018-12-31;285
411;C410R493;410;493;1872;DEG0K;Saale-Orla-Kreis;Thüringen;2017-01-01;2018-12-31;287
412;C287R479;287;479;1873;DEG0R;Wartburgkreis;Thüringen;2017-01-01;2018-12-31;289
413;C227R797;227;797;1874;DE138;Konstanz;Baden-Württemberg;2017-01-01;2018-12-31;285
414;C530R476;530;476;1875;DED43;Mittelsachsen;Sachsen;2017-01-01;2018-12-31;290
415;C490R85;490;85;1876;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;262
416;C438R384;438;384;1877;DEE0B;Saalekreis;Sachsen-Anhalt;2017-01-01;2018-12-31;288
417;C414R147;414;147;1878;DE80O;Ludwigslust-Parchim;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;272
418;C482R779;482;779;1879;DE21M;Traunstein;Bayern;2017-01-01;2018-12-31;279
419;C318R629;318;629;1880;DE256;Ansbach, Landkreis;Bayern;2017-01-01;2018-12-31;288
420;C499R338;499;338;1881;DE40H;Teltow-Fläming;Brandenburg;2017-01-01;2018-12-31;273
421;C37R571;37;571;1882;DEB23;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz;2017-01-01;2018-12-31;284
422;C345R224;345;224;1883;DE934;Lüchow-Dannenberg;Niedersachsen;2017-01-01;2018-12-31;296
423;C408R315;408;315;1884;DEE06;Jerichower Land;Sachsen-Anhalt;2017-01-01;2018-12-31;285
424;C344R759;344;759;1885;DE276;Augsburg, Landkreis;Bayern;2017-01-01;2018-12-31;287
425;C420R346;420;346;1886;DEE0C;Salzlandkreis;Sachsen-Anhalt;2017-01-01;2018-12-31;261
426;C350R526;350;526;1887;DE247;Coburg, Landkreis;Bayern;2017-01-01;2018-12-31;273
427;C401R264;401;264;1888;DEE0D;Stendal;Sachsen-Anhalt;2017-01-01;2018-12-31;288
428;C170R370;170;370;1889;DEA38;Warendorf;Nordrhein-Westfalen;2017-01-01;2018-12-31;266
429;C529R473;529;473;1890;DED43;Mittelsachsen;Sachsen;2017-01-01;2018-12-31;290
430;C360R253;360;253;1891;DEE04;Altmarkkreis Salzwedel;Sachsen-Anhalt;2017-01-01;2018-12-31;277
431;C140R208;140;208;1892;DE946;Ammerland;Niedersachsen;2017-01-01;2018-12-31;289
432;C200R520;200;520;1893;DE71E;Wetteraukreis;Hessen;2017-01-01;2018-12-31;279
433;C116R329;116;329;1894;DEA37;Steinfurt;Nordrhein-Westfalen;2017-01-01;2018-12-31;286
434;C255R51;255;51;1895;DEF0C;Schleswig-Flensburg;Schleswig-Holstein;2017-01-01;2018-12-31;270
435;C85R379;85;379;1896;DEA36;Recklinghausen;Nordrhein-Westfalen;2017-01-01;2018-12-31;287
436;C453R235;453;235;1897;DE40D;Ostprignitz-Ruppin;Brandenburg;2017-01-01;2018-12-31;293
437;C442R718;442;718;1898;DE227;Landshut, Landkreis;Bayern;2017-01-01;2018-12-31;282
438;C344R310;344;310;1899;DE917;Helmstedt;Niedersachsen;2017-01-01;2018-12-31;295
439;C309R338;309;338;1900;DE916;Goslar;Niedersachsen;2017-01-01;2018-12-31;292
440;C478R479;478;479;1901;DED45;Zwickau;Sachsen;2017-01-01;2018-12-31;260
441;C421R685;421;685;1902;DE226;Kelheim;Bayern;2017-01-01;2018-12-31;277
442;C293R448;293;448;1903;DE737;Werra-Meißner-Kreis;Hessen;2017-01-01;2018-12-31;259
443;C514R149;514;149;1904;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;255
444;C561R251;561;251;1905;DE409;Märkisch-Oderland;Brandenburg;2017-01-01;2018-12-31;277
445;C252R774;252;774;1906;DE146;Biberach;Baden-Württemberg;2017-01-01;2018-12-31;286
446;C339R695;339;695;1907;DE27D;Donau-Ries;Bayern;2017-01-01;2018-12-31;271
447;C106R345;106;345;1908;DEA35;Coesfeld;Nordrhein-Westfalen;2017-01-01;2018-12-31;286
448;C436R289;436;289;1909;DEE06;Jerichower Land;Sachsen-Anhalt;2017-01-01;2018-12-31;272
449;C138R386;138;386;1910;DEA5B;Soest;Nordrhein-Westfalen;2017-01-01;2018-12-31;289
450;C489R155;489;155;1911;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;270
451;C315R494;315;494;1912;DEG0Q;Schmalkalden-Meiningen;Thüringen;2017-01-01;2018-12-31;265
452;C249R105;249;105;1913;DEF0B;Rendsburg-Eckernförde;Schleswig-Holstein;2017-01-01;2018-12-31;251
453;C225R643;225;643;1914;DE118;Heilbronn, Landkreis;Baden-Württemberg;2017-01-01;2018-12-31;288
454;C334R689;334;689;1915;DE27D;Donau-Ries;Bayern;2017-01-01;2018-12-31;271
455;C187R653;187;653;1916;DE123;Karlsruhe, Landkreis;Baden-Württemberg;2017-01-01;2018-12-31;289
456;C471R238;471;238;1917;DE40D;Ostprignitz-Ruppin;Brandenburg;2017-01-01;2018-12-31;293
457;C562R173;562;173;1918;DE40I;Uckermark;Brandenburg;2017-01-01;2018-12-31;261
458;C229R241;229;241;1919;DE927;Nienburg (Weser);Niedersachsen;2017-01-01;2018-12-31;288
459;C475R688;475;688;1920;DE22B;Straubing-Bogen;Bayern;2017-01-01;2018-12-31;289
460;C408R345;408;345;1921;DEE0C;Salzlandkreis;Sachsen-Anhalt;2017-01-01;2018-12-31;261
461;C421R404;421;404;1922;DEE0B;Saalekreis;Sachsen-Anhalt;2017-01-01;2018-12-31;286
462;C553R175;553;175;1923;DE40I;Uckermark;Brandenburg;2017-01-01;2018-12-31;261
463;C490R707;490;707;1924;DE22C;Dingolfing-Landau;Bayern;2017-01-01;2018-12-31;289
464;C478R402;478;402;1925;DED52;Leipzig;Sachsen;2017-01-01;2018-12-31;278
465;C411R332;411;332;1926;DEE0C;Salzlandkreis;Sachsen-Anhalt;2017-01-01;2018-12-31;261
466;C534R434;534;434;1927;DED2E;Meißen;Sachsen;2017-01-01;2018-12-31;288
467;C536R363;536;363;1928;DE407;Elbe-Elster;Brandenburg;2017-01-01;2018-12-31;265
468;C496R95;496;95;1929;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;268
469;C35R384;35;384;1930;DEA1B;Kleve;Nordrhein-Westfalen;2017-01-01;2018-12-31;291
470;C402R408;402;408;1931;DEE0B;Saalekreis;Sachsen-Anhalt;2017-01-01;2018-12-31;291
471;C416R325;416;325;1932;DEE06;Jerichower Land;Sachsen-Anhalt;2017-01-01;2018-12-31;285
472;C292R481;292;481;1933;DEG0R;Wartburgkreis;Thüringen;2017-01-01;2018-12-31;289
473;C325R458;325;458;1934;DEG0C;Gotha;Thüringen;2017-01-01;2018-12-31;269
474;C489R449;489;449;1935;DED43;Mittelsachsen;Sachsen;2017-01-01;2018-12-31;286
475;C317R674;317;674;1936;DE11D;Ostalbkreis;Baden-Württemberg;2017-01-01;2018-12-31;283
476;C22R364;22;364;1937;DEA1B;Kleve;Nordrhein-Westfalen;2017-01-01;2018-12-31;295
477;C310R152;310;152;1938;DEF0F;Stormarn;Schleswig-Holstein;2017-01-01;2018-12-31;275
478;C336R310;336;310;1939;DE91B;Wolfenbüttel;Niedersachsen;2017-01-01;2018-12-31;295
479;C191R313;191;313;1940;DEA43;Herford;Nordrhein-Westfalen;2017-01-01;2018-12-31;287
480;C247R648;247;648;1941;DE118;Heilbronn, Landkreis;Baden-Württemberg;2017-01-01;2018-12-31;287
481;C356R319;356;319;1942;DE917;Helmstedt;Niedersachsen;2017-01-01;2018-12-31;274
482;C291R362;291;362;1943;DE918;Northeim;Niedersachsen;2017-01-01;2018-12-31;271
483;C494R130;494;130;1944;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;270
484;C512R258;512;258;1945;DE40A;Oberhavel;Brandenburg;2017-01-01;2018-12-31;289
485;C498R686;498;686;1946;DE22B;Straubing-Bogen;Bayern;2017-01-01;2018-12-31;285
486;C351R328;351;328;1947;DE917;Helmstedt;Niedersachsen;2017-01-01;2018-12-31;265
487;C461R736;461;736;1948;DE227;Landshut, Landkreis;Bayern;2017-01-01;2018-12-31;275
488;C431R501;431;501;1949;DED44;Vogtlandkreis;Sachsen;2017-01-01;2018-12-31;283
489;C392R767;392;767;1950;DE21C;Fürstenfeldbruck;Bayern;2017-01-01;2018-12-31;286
490;C487R452;487;452;1951;DED43;Mittelsachsen;Sachsen;2017-01-01;2018-12-31;286
491;C391R369;391;369;1952;DEE0C;Salzlandkreis;Sachsen-Anhalt;2017-01-01;2018-12-31;266
492;C437R422;437;422;1953;DEE08;Burgenlandkreis;Sachsen-Anhalt;2017-01-01;2018-12-31;263
493;C454R130;454;130;1954;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;254
494;C503R93;503;93;1955;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;268
495;C251R296;251;296;1956;DE929;Region Hannover;Niedersachsen;2017-01-01;2018-12-31;290
496;C561R423;561;423;1957;DED2C;Bautzen;Sachsen;2017-01-01;2018-12-31;288
497;C306R74;306;74;1958;DEF0A;Plön;Schleswig-Holstein;2017-01-01;2018-12-31;269
498;C167R228;167;228;1959;DE94D;Oldenburg, Landkreis;Niedersachsen;2017-01-01;2018-12-31;291
499;C449R753;449;753;1960;DE21A;Erding;Bayern;2017-01-01;2018-12-31;281
500;C372R144;372;144;1961;DE80M;Nordwestmecklenburg;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;262
501;C197R334;197;334;1962;DEA45;Lippe;Nordrhein-Westfalen;2017-01-01;2018-12-31;287
502;C175R380;175;380;1963;DEA5B;Soest;Nordrhein-Westfalen;2017-01-01;2018-12-31;284
503;C403R323;403;323;1964;DEE03;Magdeburg, Kreisfreie Stadt;Sachsen-Anhalt;2017-01-01;2018-12-31;285
504;C494R143;494;143;1965;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;270
505;C193R378;193;378;1966;DEA47;Paderborn;Nordrhein-Westfalen;2017-01-01;2018-12-31;284
506;C531R438;531;438;1967;DED2F;Sächsische Schweiz-Osterzgebirge;Sachsen;2017-01-01;2018-12-31;282
507;C259R147;259;147;1968;DEF09;Pinneberg;Schleswig-Holstein;2017-01-01;2018-12-31;270
508;C400R728;400;728;1969;DE21J;Pfaffenhofen a. d. Ilm;Bayern;2017-01-01;2018-12-31;292
509;C500R87;500;87;1970;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;268
510;C381R274;381;274;1971;DEE04;Altmarkkreis Salzwedel;Sachsen-Anhalt;2017-01-01;2018-12-31;299
511;C179R803;179;803;1972;DE13A;Waldshut;Baden-Württemberg;2017-01-01;2018-12-31;271
512;C311R131;311;131;1973;DEF0D;Segeberg;Schleswig-Holstein;2017-01-01;2018-12-31;273
513;C422R141;422;141;1974;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;272
514;C459R388;459;388;1975;DED53;Nordsachsen;Sachsen;2017-01-01;2018-12-31;257
515;C347R76;347;76;1976;DEF08;Ostholstein;Schleswig-Holstein;2017-01-01;2018-12-31;268
516;C249R487;249;487;1977;DE725;Vogelsbergkreis;Hessen;2017-01-01;2018-12-31;278
517;C302R582;302;582;1979;DE268;Kitzingen;Bayern;2017-01-01;2018-12-31;272
518;C346R90;346;90;1980;DEF08;Ostholstein;Schleswig-Holstein;2017-01-01;2018-12-31;268
519;C243R448;243;448;1981;DE735;Schwalm-Eder-Kreis;Hessen;2017-01-01;2018-12-31;281
520;C482R390;482;390;1982;DED53;Nordsachsen;Sachsen;2017-01-01;2018-12-31;257
521;C512R741;512;741;1983;DE22A;Rottal-Inn;Bayern;2017-01-01;2018-12-31;285
522;C606R355;606;355;1984;DE40G;Spree-Neiße;Brandenburg;2017-01-01;2018-12-31;282
523;C111R527;111;527;1985;DEB17;Mayen-Koblenz;Rheinland-Pfalz;2017-01-01;2018-12-31;286
524;C343R620;343;620;1986;DE258;Fürth, Landkreis;Bayern;2017-01-01;2018-12-31;292
525;C109R547;109;547;1987;DEB1D;Rhein-Hunsrück-Kreis;Rheinland-Pfalz;2017-01-01;2018-12-31;277
