projectid;simulationid;vColumn;vRow;vLocationID;vNUTS_ID;vNUTS_NAME;vSTATE_NAME;start_date;end_date;vIDPL
1377;C138R151;138;151;7316;DE94H;Wittmund;Niedersachsen;2020-01-01;2021-12-31;265
1378;C333R697;333;697;7317;DE27D;Donau-Ries;Bayern;2020-01-01;2021-12-31;289
1379;C515R111;515;111;7318;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2020-01-01;2021-12-31;262
1380;C247R273;247;273;7319;DE929;Region Hannover;Niedersachsen;2020-01-01;2021-12-31;281
1381;C324R110;324;110;7320;DEF08;Ostholstein;Schleswig-Holstein;2020-01-01;2021-12-31;260
1382;C441R748;441;748;7321;DE21A;Erding;Bayern;2020-01-01;2021-12-31;296
1383;C528R93;528;93;7322;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2020-01-01;2021-12-31;262
1384;C342R96;342;96;7323;DEF08;Ostholstein;Schleswig-Holstein;2020-01-01;2021-12-31;268
1385;C487R389;487;389;7324;DED53;Nordsachsen;Sachsen;2020-01-01;2021-12-31;271
1386;C516R790;516;790;7325;DE215;Berchtesgadener Land;Bayern;2020-01-01;2021-12-31;287
1387;C490R158;490;158;7326;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2020-01-01;2021-12-31;253
1388;C270R80;270;80;7327;DEF0B;Rendsburg-Eckernförde;Schleswig-Holstein;2020-01-01;2021-12-31;266
1389;C489R702;489;702;7328;DE22C;Dingolfing-Landau;Bayern;2020-01-01;2021-12-31;281
1390;C270R193;270;193;7329;DE933;Harburg;Niedersachsen;2020-01-01;2021-12-31;274
1391;C447R498;447;498;7330;DED44;Vogtlandkreis;Sachsen;2020-01-01;2021-12-31;285
1392;C235R139;235;139;7331;DE939;Stade;Niedersachsen;2020-01-01;2021-12-31;286
1393;C197R684;197;684;7332;DE129;Pforzheim, Stadtkreis;Baden-Württemberg;2020-01-01;2021-12-31;287
1394;C346R144;346;144;7333;DE80M;Nordwestmecklenburg;Mecklenburg-Vorpommern;2020-01-01;2021-12-31;260
1395;C288R564;288;564;7334;DE26A;Main-Spessart;Bayern;2020-01-01;2021-12-31;289
1396;C400R129;400;129;7335;DE80M;Nordwestmecklenburg;Mecklenburg-Vorpommern;2020-01-01;2021-12-31;267
1397;C302R495;302;495;7336;DEG0Q;Schmalkalden-Meiningen;Thüringen;2020-01-01;2021-12-31;266
1398;C270R357;270;357;7337;DE918;Northeim;Niedersachsen;2020-01-01;2021-12-31;257
1399;C299R370;299;370;7338;DE91C;Göttingen;Niedersachsen;2020-01-01;2021-12-31;274
1400;C207R739;207;739;7339;DE142;Tübingen, Landkreis;Baden-Württemberg;2020-01-01;2021-12-31;274
1401;C436R424;436;424;7340;DEE08;Burgenlandkreis;Sachsen-Anhalt;2020-01-01;2021-12-31;275
1402;C470R453;470;453;7341;DEG0M;Altenburger Land;Thüringen;2020-01-01;2021-12-31;273
1403;C322R528;322;528;7342;DE266;Rhön-Grabfeld;Bayern;2020-01-01;2021-12-31;278
1404;C272R756;272;756;7343;DE145;Alb-Donau-Kreis;Baden-Württemberg;2020-01-01;2021-12-31;293
1405;C244R733;244;733;7344;DE141;Reutlingen;Baden-Württemberg;2020-01-01;2021-12-31;300
1406;C167R601;167;601;7345;DEB39;Worms, Kreisfreie Stadt;Rheinland-Pfalz;2020-01-01;2021-12-31;298
1407;C380R761;380;761;7346;DE21C;Fürstenfeldbruck;Bayern;2020-01-01;2021-12-31;283
1408;C282R377;282;377;7347;DE918;Northeim;Niedersachsen;2020-01-01;2021-12-31;264
1409;C366R728;366;728;7348;DE275;Aichach-Friedberg;Bayern;2020-01-01;2021-12-31;292
1410;C392R355;392;355;7349;DEE0C;Salzlandkreis;Sachsen-Anhalt;2020-01-01;2021-12-31;267
1411;C355R527;355;527;7350;DE247;Coburg, Landkreis;Bayern;2020-01-01;2021-12-31;276
1412;C299R354;299;354;7351;DE916;Goslar;Niedersachsen;2020-01-01;2021-12-31;274
1413;C193R615;193;615;7352;DE128;Rhein-Neckar-Kreis;Baden-Württemberg;2020-01-01;2021-12-31;285
1414;C395R198;395;198;7353;DE80O;Ludwigslust-Parchim;Mecklenburg-Vorpommern;2020-01-01;2021-12-31;266
1415;C206R324;206;324;7354;DEA43;Herford;Nordrhein-Westfalen;2020-01-01;2021-12-31;283
1416;C343R325;343;325;7355;DE91B;Wolfenbüttel;Niedersachsen;2020-01-01;2021-12-31;279
1417;C509R426;509;426;7356;DED43;Mittelsachsen;Sachsen;2020-01-01;2021-12-31;273
1418;C220R98;220;98;7357;DEF05;Dithmarschen;Schleswig-Holstein;2020-01-01;2021-12-31;263
1419;C383R269;383;269;7358;DEE0D;Stendal;Sachsen-Anhalt;2020-01-01;2021-12-31;285
1420;C278R769;278;769;7359;DE146;Biberach;Baden-Württemberg;2020-01-01;2021-12-31;293
1421;C266R577;266;577;7360;DE26A;Main-Spessart;Bayern;2020-01-01;2021-12-31;292
1422;C234R458;234;458;7361;DE735;Schwalm-Eder-Kreis;Hessen;2020-01-01;2021-12-31;273
1423;C219R97;219;97;7362;DEF05;Dithmarschen;Schleswig-Holstein;2020-01-01;2021-12-31;263
1424;C183R600;183;600;7363;DE715;Bergstraße;Hessen;2020-01-01;2021-12-31;295
1425;C522R461;522;461;7364;DED43;Mittelsachsen;Sachsen;2020-01-01;2021-12-31;275
1426;C378R318;378;318;7365;DEE07;Börde;Sachsen-Anhalt;2020-01-01;2021-12-31;275
1427;C364R132;364;132;7366;DE80M;Nordwestmecklenburg;Mecklenburg-Vorpommern;2020-01-01;2021-12-31;269
1428;C404R164;404;164;7367;DE80O;Ludwigslust-Parchim;Mecklenburg-Vorpommern;2020-01-01;2021-12-31;266
1429;C160R575;160;575;7368;DEB3B;Alzey-Worms;Rheinland-Pfalz;2020-01-01;2021-12-31;290
1430;C421R632;421;632;7369;DE234;Amberg-Sulzbach;Bayern;2020-01-01;2021-12-31;264
1431;C378R313;378;313;7370;DEE07;Börde;Sachsen-Anhalt;2020-01-01;2021-12-31;275
1432;C237R442;237;442;7371;DE735;Schwalm-Eder-Kreis;Hessen;2020-01-01;2021-12-31;281
1433;C303R128;303;128;7372;DEF0D;Segeberg;Schleswig-Holstein;2020-01-01;2021-12-31;267
1434;C58R454;58;454;7373;DEA27;Rhein-Erft-Kreis;Nordrhein-Westfalen;2020-01-01;2021-12-31;287
1435;C479R273;479;273;7374;DE408;Havelland;Brandenburg;2020-01-01;2021-12-31;277
1436;C382R134;382;134;7375;DE80M;Nordwestmecklenburg;Mecklenburg-Vorpommern;2020-01-01;2021-12-31;269
1437;C498R93;498;93;7376;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2020-01-01;2021-12-31;259
1438;C160R380;160;380;7377;DEA5B;Soest;Nordrhein-Westfalen;2020-01-01;2021-12-31;277
1439;C204R389;204;389;7378;DEA47;Paderborn;Nordrhein-Westfalen;2020-01-01;2021-12-31;283
1440;C593R415;593;415;7379;DED2C;Bautzen;Sachsen;2020-01-01;2021-12-31;275
1441;C331R254;331;254;7380;DE914;Gifhorn;Niedersachsen;2020-01-01;2021-12-31;291
1442;C65R482;65;482;7381;DEA28;Euskirchen;Nordrhein-Westfalen;2020-01-01;2021-12-31;286
1443;C294R570;294;570;7382;DE26C;Würzburg, Landkreis;Bayern;2020-01-01;2021-12-31;289
1444;C414R491;414;491;7383;DEG0K;Saale-Orla-Kreis;Thüringen;2020-01-01;2021-12-31;283
1445;C280R763;280;763;7385;DE146;Biberach;Baden-Württemberg;2020-01-01;2021-12-31;293
1446;C519R462;519;462;7386;DED43;Mittelsachsen;Sachsen;2020-01-01;2021-12-31;275
1447;C406R676;406;676;7387;DE219;Eichstätt;Bayern;2020-01-01;2021-12-31;294
1448;C426R124;426;124;7388;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2020-01-01;2021-12-31;267
1449;C412R435;412;435;7389;DEE08;Burgenlandkreis;Sachsen-Anhalt;2020-01-01;2021-12-31;279
1450;C394R119;394;119;7390;DE80M;Nordwestmecklenburg;Mecklenburg-Vorpommern;2020-01-01;2021-12-31;259
1451;C387R420;387;420;7391;DEG0A;Kyffhäuserkreis;Thüringen;2020-01-01;2021-12-31;279
1452;C334R402;334;402;7392;DEG07;Nordhausen;Thüringen;2020-01-01;2021-12-31;260
1453;C351R763;351;763;7393;DE276;Augsburg, Landkreis;Bayern;2020-01-01;2021-12-31;287
